pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,4/6/2024,86.0,-1.67,6.22,643446,607259,field_out,hit_into_play,7.0,L,R,X,8.0,fly_ball,1,1,-0.06,1.19,-0.32,1.9,,621438.0,,2,5,Top,87.84,68.31,3.300262703,-125.1250292,-6.42744804,-1.247767615,23.04528304,-18.58031562,3.46,1.64,337.0,93.0,28.0,85.7,2382.0,5.9,746731,54.62,0.151,0.222,0.0,1.0,0.0,0.0,3.0,42,3,Cutter,2,5,5,2,5,2,5,2,Infield shade,Standard,182.0,0.018,-0.302,68.7,7.2,0.383,0.302,93.0,-3,3,0.161,0.839,33,32,34,32,3,2,6.0,1.0,9.0,1.0,1.87,0.06,-0.06,56.4
FC,4/6/2024,85.6,-1.74,6.26,643446,607259,,foul_tip,5.0,L,R,S,,,1,0,-0.22,1.09,-0.13,2.54,,621438.0,,2,5,Top,,,4.242866332,-124.7059163,-4.755912887,-3.106109597,22.3042081,-20.0616714,3.46,1.64,,,,85.5,2355.0,5.9,746731,54.58,,,,,,,,42,2,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,186.0,0.0,-0.048,69.6,7.1,,0.048,,-3,3,0.161,0.839,33,32,34,32,3,2,6.0,1.0,9.0,1.0,1.99,0.22,-0.22,58.4
CH,4/6/2024,77.3,-1.66,6.45,643446,607259,,ball,1.0,L,R,B,,,0,0,-0.96,0.59,-0.8,3.46,,621438.0,,2,5,Top,,,3.583506324,-112.6540601,-0.601331683,-8.863937495,18.19733344,-27.18456329,3.48,1.75,,,,77.3,1930.0,5.9,746731,54.56,,,,,,,,42,1,Changeup,2,5,5,2,5,2,5,2,Strategic,Standard,247.0,0.0,0.016,,,,-0.016,,-3,3,0.161,0.839,33,32,34,32,3,2,6.0,1.0,9.0,1.0,3.18,0.96,-0.96,60.4
SI,4/6/2024,90.6,-1.68,6.2,621438,607259,double,hit_into_play,8.0,R,R,X,7.0,line_drive,1,1,-1.16,1.34,0.2,2.15,,516782.0,,2,5,Top,71.99,56.65,7.117808995,-131.6155785,-6.969049666,-14.98951969,28.42962998,-15.31900902,3.37,1.64,375.0,107.3,20.0,90.0,2429.0,6.0,746731,54.47,0.757,1.138,1.25,1.0,1.0,1.0,6.0,41,3,Sinker,2,4,4,2,5,2,5,2,Standard,Standard,202.0,-0.089,1.03,73.9,8.2,1.973,-1.03,107.3,-2,2,0.25,0.75,33,30,34,30,3,2,6.0,1.0,9.0,1.0,1.45,1.16,1.16,57.0
SI,4/6/2024,90.3,-1.65,6.2,621438,607259,,called_strike,7.0,R,R,S,,,1,0,-0.99,1.45,-0.36,1.79,,516782.0,,2,5,Top,,,5.269699053,-131.3227507,-8.085032538,-12.53842373,26.56534518,-13.88871605,3.32,1.65,,,,90.0,2442.0,6.0,746731,54.49,,,,,,,,41,2,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,206.0,0.0,-0.048,,,,0.048,,-2,2,0.25,0.75,33,30,34,30,3,2,6.0,1.0,9.0,1.0,1.34,0.99,0.99,60.4
CH,4/6/2024,77.0,-1.41,6.43,621438,607259,,ball,14.0,R,R,B,,,0,0,-1.24,0.81,0.79,1.37,,,516782.0,2,5,Top,,,6.850816714,-111.8720549,-5.184305213,-11.61019537,19.69507784,-24.64312133,3.25,1.52,,,,76.5,2070.0,5.9,746731,54.57,,,,,,,,41,1,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,233.0,-0.009,0.028,,,,-0.028,,-2,2,0.259,0.741,33,30,34,30,3,2,6.0,1.0,9.0,1.0,3.04,1.24,1.24,64.8
SI,4/6/2024,91.1,-1.6,6.25,516782,607259,single,hit_into_play,1.0,R,R,X,9.0,fly_ball,2,1,-0.96,1.52,-0.49,3.45,,,,2,5,Top,160.65,125.38,4.815551231,-132.5795333,-4.376866072,-12.31326036,27.74710342,-13.5121273,3.46,1.6,206.0,66.6,31.0,90.7,2432.0,6.0,746731,54.53,0.917,0.854,0.9,1.0,1.0,0.0,4.0,40,4,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,198.0,-0.01,0.11,65.1,6.4,0.981,-0.11,88.0,-2,2,0.269,0.731,33,35,34,36,3,2,6.0,1.0,9.0,1.0,1.22,0.96,0.96,62.0
SL,4/6/2024,83.2,-1.77,6.09,516782,607259,,ball,14.0,R,R,B,,,1,1,0.0,0.12,0.96,-0.02,,,,2,5,Top,,,6.224844977,-120.8763006,-7.775745909,-1.19736271,22.98480228,-29.64219895,3.4,1.67,,,,82.9,2435.0,6.1,746731,54.38,,,,,,,,40,3,Slider,2,4,4,2,4,2,4,2,Standard,Standard,320.0,0.0,0.023,,,,-0.023,,-2,2,0.269,0.731,33,35,34,36,3,2,6.0,1.0,9.0,1.0,3.17,0.0,0.0,58.1
CH,4/6/2024,77.6,-1.36,6.41,516782,607259,,ball,14.0,R,R,B,,,0,1,-1.11,0.44,1.32,1.87,,,,2,5,Top,,,7.681399766,-112.84025,-3.619444849,-10.79856802,19.28297185,-27.93435103,3.45,1.65,,,,77.2,2103.0,5.9,746731,54.57,,,,,,,,40,2,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,241.0,0.0,0.011,,,,-0.011,,-2,2,0.269,0.731,33,35,34,36,3,2,6.0,1.0,9.0,1.0,3.33,1.11,1.11,68.1
FC,4/6/2024,87.5,-1.66,6.23,516782,607259,,called_strike,5.0,R,R,S,,,0,0,0.2,0.92,0.22,2.67,,,,2,5,Top,,,4.096973828,-127.4950263,-4.380681371,1.392991917,23.4312443,-21.47550019,3.46,1.65,,,,87.2,2412.0,5.8,746731,54.68,,,,,,,,40,1,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,187.0,0.0,-0.016,,,,0.016,,-2,2,0.269,0.731,33,35,34,36,3,2,6.0,1.0,9.0,1.0,2.03,-0.2,-0.2,60.9
