pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,8/13/2024,95.3,-1.84,6.01,677951,805673,field_out,hit_into_play,4.0,R,R,X,9.0,fly_ball,0,1,-0.56,1.47,-0.69,2.78,,686681.0,,2,5,Top,171.26,110.84,4.312803574,-138.6472995,-6.177974977,-8.185359466,30.93897487,-12.01766222,3.51,1.64,248.0,85.1,48.0,95.7,2065.0,6.5,745867,53.97,0.006,0.008,0.0,1.0,0.0,0.0,3.0,40,2,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,217.0,0.028,-0.289,58.3,6.2,0.012,0.289,88.0,3,-3,0.864,0.136,24,24,24,24,3,2,,1.0,6.0,1.0,1.04,0.56,0.56,42.5
SL,8/13/2024,86.9,-1.99,6.01,677951,805673,,swinging_strike,8.0,R,R,S,,,0,0,0.3,0.27,0.17,1.81,,686681.0,,2,5,Top,,,4.573677712,-126.4951887,-4.494070917,2.372169372,23.39047922,-28.63865264,3.51,1.64,,,,87.4,2128.0,6.4,745867,54.11,,,,,,,,40,1,Slider,5,2,2,5,2,5,2,5,Standard,Standard,149.0,0.0,-0.045,78.8,8.3,,0.045,,3,-3,0.864,0.136,24,24,24,24,3,2,,1.0,6.0,1.0,2.73,-0.3,-0.3,43.0
FF,8/13/2024,95.3,-1.98,5.97,686681,805673,double,hit_into_play,2.0,L,R,X,9.0,line_drive,0,1,-0.54,1.27,0.03,3.08,,,664728.0,2,5,Top,168.14,83.16,6.52664252,-138.6453604,-4.854086094,-8.311400086,29.10548424,-14.86735703,3.5,1.68,306.0,101.1,17.0,95.9,2229.0,6.5,745867,53.98,0.486,0.532,1.25,1.0,1.0,1.0,4.0,39,2,4-Seam Fastball,5,1,1,5,2,5,2,5,Infield shade,Standard,214.0,-0.059,0.767,68.5,6.5,0.771,-0.767,101.1,4,-4,0.923,0.077,24,26,24,26,3,2,,1.0,6.0,3.0,1.23,0.54,-0.54,41.6
SL,8/13/2024,86.7,-2.06,5.98,686681,805673,,called_strike,4.0,L,R,S,,,0,0,0.27,0.24,-0.6,2.53,,,664728.0,2,5,Top,,,2.942286963,-126.3578742,-2.630562738,2.401427272,23.55155002,-29.28257389,3.48,1.72,,,,87.3,2232.0,6.4,745867,54.11,,,,,,,,39,1,Slider,5,1,1,5,1,5,1,5,Infield shade,Standard,123.0,0.0,-0.039,,,,0.039,,4,-4,0.923,0.077,24,26,24,26,3,2,,1.0,6.0,3.0,2.76,-0.27,0.27,41.0
FF,8/13/2024,94.7,-2.07,5.8,664728,805673,single,hit_into_play,2.0,L,R,X,8.0,ground_ball,1,0,-0.61,1.2,0.19,3.19,,,,2,5,Top,144.3,98.57,7.261790719,-137.7319272,-3.832208136,-9.315987095,29.6114797,-16.27208245,3.42,1.62,19.0,98.8,-8.0,94.9,2247.0,6.3,745867,54.16,0.223,0.238,0.9,1.0,1.0,0.0,2.0,38,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,219.0,-0.009,0.113,68.2,6.4,0.223,-0.113,98.8,4,-4,0.932,0.068,24,27,24,27,2,1,,1.0,6.0,1.0,1.34,0.61,-0.61,36.6
FF,8/13/2024,94.8,-1.94,5.92,664728,805673,,ball,13.0,L,R,B,,,0,0,-0.68,1.5,-0.85,1.08,,,,2,5,Top,,,4.385713677,-137.7219046,-10.3885683,-9.611156129,29.78816746,-11.0143982,3.56,1.69,,,,95.4,2233.0,6.7,745867,53.82,,,,,,,,38,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,213.0,0.0,0.015,,,,-0.015,,4,-4,0.932,0.068,24,27,24,27,2,1,,1.0,6.0,1.0,1.04,0.68,-0.68,40.7
FF,8/13/2024,95.3,-1.98,5.83,672580,805673,strikeout,called_strike,8.0,R,R,S,2.0,,1,2,-0.84,1.43,0.12,1.84,,,,1,5,Top,,,7.408237955,-138.3901429,-8.068872886,-12.40602501,29.73880613,-12.18945217,3.63,1.8,,,,95.6,2321.0,6.5,745867,54.03,,0.0,0.0,1.0,0.0,0.0,,37,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,218.0,0.011,-0.115,,,,0.115,,4,-4,0.921,0.079,24,24,24,24,2,1,,1.0,6.0,1.0,1.08,0.84,0.84,39.6
FF,8/13/2024,95.8,-2.28,5.82,672580,805673,,foul,6.0,R,R,S,,,1,1,-0.79,1.34,0.51,2.38,,,,1,5,Top,,,9.138333602,-139.1886057,-6.521450698,-12.21829574,29.94718268,-13.44000159,3.58,1.71,247.0,78.8,31.0,95.9,2251.0,6.3,745867,54.16,,,,,,,,37,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,216.0,0.0,-0.039,69.3,6.8,,0.039,88.0,4,-4,0.921,0.079,24,24,24,24,2,1,,1.0,6.0,1.0,1.14,0.79,0.79,36.1
FC,8/13/2024,90.2,-2.25,5.79,672580,805673,,ball,14.0,R,R,B,,,0,1,0.21,0.74,2.09,1.14,,,,1,5,Top,,,10.34291632,-130.9324712,-7.201857268,0.509716874,25.07224162,-22.35977749,3.6,1.77,,,,90.5,2401.0,6.4,745867,54.07,,,,,,,,37,2,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,194.0,0.0,0.015,,,,-0.015,,4,-4,0.921,0.079,24,24,24,24,2,1,,1.0,6.0,1.0,2.06,-0.21,-0.21,33.8
FF,8/13/2024,94.9,-2.11,5.77,672580,805673,,called_strike,8.0,R,R,S,,,0,0,-0.85,1.41,0.19,2.08,,,,1,5,Top,,,7.92948188,-137.8202572,-7.146074375,-12.53897893,30.22922683,-12.71603992,3.7,1.82,,,,95.1,2191.0,6.5,745867,54.0,,,,,,,,37,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,221.0,0.0,-0.023,,,,0.023,,4,-4,0.921,0.079,24,24,24,24,2,1,,1.0,6.0,1.0,1.12,0.85,0.85,33.9
FC,8/13/2024,89.8,-2.17,5.77,624428,805673,strikeout,swinging_strike,12.0,L,R,S,2.0,,2,2,0.28,0.63,1.12,2.4,,,,0,5,Top,,,7.546194168,-130.6810017,-3.763290186,1.819007464,24.62789577,-24.31026267,3.14,1.45,,,,90.2,2359.0,6.3,745867,54.19,,0.0,0.0,1.0,0.0,0.0,,36,5,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,189.0,0.016,-0.203,68.0,7.2,,0.203,,4,-4,0.905,0.095,24,32,24,33,2,1,,1.0,6.0,1.0,2.17,-0.28,0.28,37.8
FC,8/13/2024,91.3,-2.26,5.81,624428,805673,,foul,5.0,L,R,S,,,2,1,-0.07,1.1,-0.01,2.1,,,,0,5,Top,,,5.795992246,-132.8664631,-5.889291824,-1.887590417,24.33060395,-18.13236177,3.14,1.45,175.0,70.0,56.0,91.9,2431.0,6.3,745867,54.19,,,,,,,,36,4,Cutter,5,1,1,5,1,5,1,5,Standard,Standard,202.0,0.0,-0.062,67.9,7.1,,0.062,88.0,4,-4,0.905,0.095,24,32,24,33,2,1,,1.0,6.0,1.0,1.61,0.07,-0.07,36.0
CH,8/13/2024,84.5,-2.12,5.9,624428,805673,,ball,13.0,L,R,B,,,1,1,-0.89,0.79,-0.04,0.29,,,,0,5,Top,,,6.651796919,-122.6900519,-8.323908795,-10.29598785,22.11865045,-22.75034182,3.16,1.46,,,,84.9,1475.0,6.5,745867,54.01,,,,,,,,36,3,Changeup,5,1,1,5,1,5,1,5,Standard,Standard,228.0,0.0,0.048,,,,-0.048,,4,-4,0.905,0.095,24,32,24,33,2,1,,1.0,6.0,1.0,2.39,0.89,-0.89,35.5
