pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,4/3/2024,93.1,-2.3,5.4,668715,554430,strikeout,swinging_strike,11.0,R,R,S,2.0,,2,2,-0.44,1.24,-0.42,4.12,,682829.0,,2,6,Top,,,5.911927839,-135.676746,-0.326146809,-6.666151466,26.01371352,-16.84590713,3.38,1.63,,,,95.3,2503.0,7.2,745603,53.32,,0.0,0.0,1.0,0.0,0.0,,44,6,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,223.0,0.017,-0.277,,,,0.277,,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,1.36,0.44,0.44,26.0
SI,4/3/2024,91.2,-2.25,5.22,668715,554430,,ball,13.0,R,R,B,,,1,2,-1.24,0.73,-0.99,1.28,,682829.0,,2,6,Top,,,5.948924402,-132.56959,-5.634078732,-15.94585124,30.52110509,-22.50566002,3.43,1.72,,,,92.4,2175.0,7.3,745603,53.25,,,,,,,,44,5,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,225.0,0.0,0.041,,,,-0.041,,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,2.03,1.24,1.24,27.1
SI,4/3/2024,91.8,-2.22,5.23,668715,554430,,foul,2.0,R,R,S,,,1,2,-1.22,0.41,0.02,2.93,,682829.0,,2,6,Top,,,8.475600495,-133.5083272,-0.833217446,-16.40983129,29.16323695,-27.33045733,3.38,1.63,288.0,83.7,33.0,93.4,2113.0,7.3,745603,53.21,,,,,,,,44,4,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,228.0,0.0,0.0,61.5,5.9,,0.0,88.0,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,2.3,1.22,1.22,21.9
FS,4/3/2024,84.3,-2.19,5.35,668715,554430,,foul,13.0,R,R,S,,,1,1,-1.06,0.7,-0.91,2.33,,682829.0,,2,6,Top,,,5.200584235,-122.6686846,-2.014364204,-11.79632564,25.87854948,-24.94402899,3.38,1.63,343.0,99.0,32.0,85.8,1541.0,7.4,745603,53.12,,,,,,,,44,3,Split-Finger,0,3,3,0,3,0,3,0,Standard,Standard,235.0,0.0,-0.066,,,,0.066,99.0,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,2.53,1.06,1.06,27.3
FF,4/3/2024,92.6,-2.2,5.41,668715,554430,,ball,11.0,R,R,B,,,0,1,-0.63,1.57,-0.47,3.61,,682829.0,,2,6,Top,,,5.899740404,-134.5961278,-2.141525231,-8.993463088,33.68882222,-13.0184903,3.46,1.7,,,,93.6,2393.0,7.3,745603,53.22,,,,,,,,44,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,225.0,0.0,0.013,,,,-0.013,,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,1.13,0.63,0.63,27.2
SI,4/3/2024,92.9,-2.16,5.38,668715,554430,,foul,7.0,R,R,S,,,0,0,-1.38,0.58,-0.6,1.85,,682829.0,,2,6,Top,,,7.131832759,-135.0261774,-4.584141999,-18.40300488,29.49753743,-24.29612537,3.38,1.63,2.0,71.3,-44.0,94.3,2268.0,7.2,745603,53.3,,,,,,,,44,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,225.0,0.0,-0.045,68.9,6.8,,0.045,88.0,-3,3,0.134,0.866,34,26,34,27,3,2,5.0,1.0,6.0,2.0,2.07,1.38,1.38,27.8
CU,4/3/2024,80.4,-2.32,5.38,682829,554430,double,hit_into_play,8.0,L,R,X,9.0,line_drive,1,1,0.66,-0.51,0.05,2.16,,641584.0,,2,6,Top,205.24,92.65,4.035616036,-117.0720014,0.537908786,5.280933102,22.55424776,-37.20399026,3.67,1.76,283.0,109.1,19.0,81.3,2521.0,6.9,745603,53.6,0.763,1.098,1.25,1.0,1.0,1.0,6.0,43,3,Curveball,0,2,2,0,3,0,3,0,Strategic,Standard,54.0,-0.087,1.03,76.8,8.1,1.889,-1.03,109.1,-2,2,0.221,0.779,34,22,34,22,3,2,5.0,1.0,6.0,2.0,4.04,-0.66,0.66,26.9
FF,4/3/2024,92.3,-2.23,5.39,682829,554430,,swinging_strike,11.0,L,R,S,,,1,0,-0.81,1.26,-0.73,3.84,,641584.0,,2,6,Top,,,5.673304422,-134.2939276,-0.827453198,-11.0242617,31.67985986,-17.0319529,3.67,1.76,,,,93.4,2386.0,7.2,745603,53.33,,,,,,,,43,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,225.0,0.0,-0.048,65.5,5.8,,0.048,,-2,2,0.221,0.779,34,22,34,22,3,2,5.0,1.0,6.0,2.0,1.43,0.81,-0.81,25.5
FF,4/3/2024,92.3,-2.2,5.4,682829,554430,,ball,11.0,L,R,B,,,0,0,-0.89,1.3,-0.26,4.26,,641584.0,,2,6,Top,,,7.022823084,-134.1445011,0.173366206,-12.34681803,32.30568215,-16.84858987,3.59,1.76,,,,93.6,2362.0,7.4,745603,53.13,,,,,,,,43,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,231.0,0.0,0.016,,,,-0.016,,-2,2,0.221,0.779,34,22,34,22,3,2,5.0,1.0,6.0,2.0,1.4,0.89,-0.89,26.6
FS,4/3/2024,83.1,-2.22,5.38,641584,554430,double,hit_into_play,4.0,L,R,X,8.0,line_drive,0,0,-0.83,0.09,-0.61,2.43,,,,2,6,Top,196.2,76.59,5.437047436,-121.0178984,-0.50377465,-9.158878975,21.2026564,-31.43659514,3.32,1.57,348.0,96.4,24.0,85.3,1375.0,7.5,745603,53.03,0.217,0.276,1.25,1.0,1.0,1.0,5.0,42,1,Split-Finger,0,2,2,0,2,0,2,0,Strategic,Standard,244.0,-0.019,0.237,70.6,7.2,0.456,-0.237,96.4,-2,2,0.24,0.76,34,29,34,29,3,2,5.0,1.0,6.0,2.0,3.18,0.83,-0.83,27.9
