pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,4/4/2024,91.3,-2.24,5.81,686676,543475,field_out,hit_into_play,5.0,R,R,X,5.0,ground_ball,3,2,-0.37,1.09,-0.14,2.45,,,669699.0,2,9,Top,102.3,162.85,6.151269187,-132.8723018,-5.016093627,-5.645841189,26.59279968,-18.32560826,3.38,1.53,37.0,101.9,-2.0,92.5,2117.0,6.8,746327,53.66,0.409,0.384,0.0,1.0,0.0,0.0,2.0,73,6,4-Seam Fastball,10,1,1,10,1,10,1,10,Standard,Standard,210.0,0.0,-0.269,82.3,7.8,0.461,0.269,101.9,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,1.63,0.37,0.37,42.8
CU,4/4/2024,79.7,-2.25,5.94,686676,543475,,ball,13.0,R,R,B,,,2,2,0.31,-0.63,-1.68,2.64,,,669699.0,2,9,Top,,,0.686538688,-116.171073,0.617444183,2.678616716,20.50983238,-38.20525565,3.68,1.79,,,,80.5,1872.0,6.6,746327,53.87,,,,,,,,73,5,Curveball,10,1,1,10,1,10,1,10,Standard,Standard,37.0,0.0,0.072,,,,-0.072,,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,4.19,-0.31,-0.31,42.6
FF,4/4/2024,92.7,-2.21,5.78,686676,543475,,foul,5.0,R,R,S,,,2,1,-0.64,1.37,-0.02,2.74,,,669699.0,2,9,Top,,,7.054437046,-134.7787985,-4.981439704,-9.366474614,29.98514644,-14.55271376,3.38,1.53,237.0,82.5,45.0,93.5,2278.0,6.9,746327,53.65,,,,,,,,73,4,4-Seam Fastball,10,1,1,10,1,10,1,10,Standard,Standard,206.0,0.0,-0.061,73.1,6.4,,0.061,88.0,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,1.29,0.64,0.64,40.3
FF,4/4/2024,92.1,-2.17,5.85,686676,543475,,ball,14.0,R,R,B,,,1,1,-0.44,1.44,1.37,2.31,,,669699.0,2,9,Top,,,10.00797853,-133.7329861,-6.30101142,-7.386759782,28.3474387,-13.69511616,3.7,1.83,,,,92.8,2253.0,6.8,746327,53.72,,,,,,,,73,3,4-Seam Fastball,10,1,1,10,1,10,1,10,Standard,Standard,210.0,0.0,0.042,,,,-0.042,,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,1.26,0.44,0.44,42.5
ST,4/4/2024,81.0,-2.29,5.87,686676,543475,,ball,14.0,R,R,B,,,0,1,1.19,0.17,1.77,2.65,,,669699.0,2,9,Top,,,6.82698674,-117.8134465,-0.851059015,9.709988725,23.24430299,-30.63167368,3.67,1.71,,,,81.5,2354.0,6.7,746327,53.79,,,,,,,,73,2,Sweeper,10,1,1,10,1,10,1,10,Standard,Standard,59.0,0.0,0.027,,,,-0.027,,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,3.32,-1.19,-1.19,39.2
ST,4/4/2024,80.8,-2.34,5.85,686676,543475,,swinging_strike,6.0,R,R,S,,,0,0,1.08,0.14,0.55,2.35,,,669699.0,2,9,Top,,,4.422960689,-117.6852566,-1.400781812,9.189775494,22.52119839,-30.86069656,3.38,1.53,,,,81.3,2365.0,6.6,746327,53.9,,,,,,,,73,1,Sweeper,10,1,1,10,1,10,1,10,Standard,Standard,48.0,0.0,-0.039,72.7,8.2,,0.039,,9,-9,1.0,0.0,33,25,34,26,1,3,4.0,4.0,6.0,3.0,3.35,-1.08,-1.08,41.1
FF,4/4/2024,91.6,-2.36,5.81,670032,543475,field_out,hit_into_play,3.0,L,R,X,7.0,fly_ball,2,0,-0.37,1.52,0.41,2.59,,,669699.0,1,9,Top,55.1,100.38,7.86766165,-133.1434821,-5.599390051,-6.110279692,29.21255964,-13.03805823,3.09,1.41,300.0,88.0,27.0,92.4,2174.0,6.9,746327,53.62,0.066,0.09,0.0,1.0,0.0,0.0,3.0,72,3,4-Seam Fastball,10,1,1,10,1,10,1,10,Standard,Standard,210.0,0.0,-0.409,62.8,6.0,0.145,0.409,88.0,9,-9,1.0,0.0,33,29,34,29,1,3,4.0,2.0,6.0,1.0,1.2,0.37,-0.37,42.8
FC,4/4/2024,88.3,-2.36,5.97,670032,543475,,ball,12.0,L,R,B,,,1,0,0.41,0.45,0.48,3.74,,,669699.0,1,9,Top,,,6.131015479,-128.5050818,-0.277270092,3.243915113,26.88899792,-27.30903453,3.08,1.38,,,,89.0,2373.0,6.8,746327,53.73,,,,,,,,72,2,Cutter,10,1,1,10,1,10,1,10,Standard,Standard,169.0,0.0,0.066,,,,-0.066,,9,-9,1.0,0.0,33,29,34,29,1,3,4.0,2.0,6.0,1.0,2.47,-0.41,0.41,42.9
FF,4/4/2024,91.8,-2.42,5.9,670032,543475,,ball,11.0,L,R,B,,,0,0,-0.39,1.5,-0.7,3.46,,,669699.0,1,9,Top,,,5.231235965,-133.5463276,-3.570897213,-5.768691329,29.40951223,-13.69118019,3.15,1.42,,,,92.4,2105.0,6.7,746327,53.77,,,,,,,,72,1,4-Seam Fastball,10,1,1,10,1,10,1,10,Standard,Standard,204.0,0.0,0.043,,,,-0.043,,9,-9,1.0,0.0,33,29,34,29,1,3,4.0,2.0,6.0,1.0,1.21,0.39,-0.39,42.6
FC,4/4/2024,88.2,-2.46,5.98,666150,543475,strikeout,swinging_strike,1.0,L,R,S,2.0,,1,2,0.36,0.75,-0.67,2.89,,,669699.0,0,9,Top,,,3.623694574,-128.4413191,-3.065645325,3.328082487,24.82567257,-23.40677732,3.12,1.47,,,,89.1,2321.0,6.7,746327,53.84,,0.0,0.0,1.0,0.0,0.0,,71,4,Cutter,10,1,1,10,1,10,1,10,Standard,Standard,181.0,0.0,-0.275,65.3,5.8,,0.275,,9,-9,1.0,0.0,33,26,34,27,1,3,4.0,2.0,6.0,1.0,2.16,-0.36,0.36,44.2
