pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
ST,6/1/2024,84.7,-0.86,5.99,679032,702795,field_out,hit_into_play,9.0,R,R,X,6.0,ground_ball,2,2,0.59,-0.56,0.68,1.59,,669016.0,624641.0,2,8,Bot,108.47,150.68,2.423772908,-123.293042,-2.722099905,5.438976566,28.04451372,-37.46659074,3.43,1.66,33.0,78.6,-1.0,84.4,2067.0,6.4,745575,54.09,0.157,0.178,0.0,1.0,0.0,0.0,2.0,65,5,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,22.0,-0.001,-0.326,63.4,7.7,0.194,0.326,88.0,5,5,0.996,0.996,25,23,25,24,1,3,,1.0,2.0,1.0,3.77,-0.59,-0.59,34.9
ST,6/1/2024,84.7,-0.63,6.07,679032,702795,,blocked_ball,14.0,R,R,B,,,1,2,0.49,-0.23,1.58,0.34,,669016.0,624641.0,2,8,Bot,,,4.179590133,-123.1653166,-6.518476109,4.032648534,27.45113723,-33.22899222,3.55,1.73,,,,84.6,2140.0,6.5,745575,53.99,,,,,,,,65,4,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,20.0,0.0,0.025,,,,-0.025,,5,5,0.996,0.996,25,23,25,24,1,3,,1.0,2.0,1.0,3.44,-0.49,-0.49,37.4
SI,6/1/2024,92.1,-0.72,6.15,679032,702795,,called_strike,6.0,R,R,S,,,1,1,-1.03,1.0,0.8,2.54,,669016.0,624641.0,2,8,Bot,,,6.104578357,-133.8460915,-5.461543579,-13.75828662,30.06838536,-19.13854969,3.57,1.71,,,,92.0,1740.0,6.4,745575,54.1,,,,,,,,65,3,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,233.0,0.0,-0.121,,,,0.121,,5,5,0.996,0.996,25,23,25,24,1,3,,1.0,2.0,1.0,1.7,1.03,1.03,37.7
SI,6/1/2024,94.2,-0.73,6.17,679032,702795,,ball,2.0,R,R,B,,,0,1,-1.19,1.13,0.03,3.59,,669016.0,624641.0,2,8,Bot,,,4.600150603,-137.0154465,-3.467238177,-15.9431202,31.46636805,-17.40041597,3.57,1.71,,,,94.0,1859.0,6.3,745575,54.21,,,,,,,,65,2,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,234.0,0.0,0.053,,,,-0.053,,5,5,0.996,0.996,25,23,25,24,1,3,,1.0,2.0,1.0,1.45,1.19,1.19,37.1
SI,6/1/2024,93.7,-0.7,6.23,679032,702795,,called_strike,6.0,R,R,S,,,0,0,-0.92,1.04,0.44,2.44,,669016.0,624641.0,2,8,Bot,,,4.999758497,-136.2314305,-6.351756839,-12.55826677,30.35839761,-18.06963285,3.61,1.72,,,,93.8,1837.0,6.4,745575,54.07,,,,,,,,65,1,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,229.0,0.0,-0.077,,,,0.077,,5,5,0.996,0.996,25,23,25,24,1,3,,1.0,2.0,1.0,1.57,0.92,0.92,38.7
SI,6/1/2024,94.6,-0.66,6.21,624641,702795,single,hit_into_play,3.0,R,R,X,9.0,ground_ball,0,1,-0.9,1.02,0.73,3.5,,,669016.0,2,8,Bot,172.98,125.23,5.634052242,-137.7183728,-3.687575509,-12.6877905,30.2790387,-18.52570354,3.61,1.74,32.0,99.6,-4.0,94.9,1819.0,6.4,745575,54.1,0.326,0.327,0.9,1.0,1.0,0.0,2.0,64,2,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,231.0,0.001,0.34,66.7,6.6,0.384,-0.34,99.6,5,5,0.995,0.995,25,28,25,28,1,3,,1.0,2.0,2.0,1.52,0.9,0.9,37.3
ST,6/1/2024,83.8,-0.9,6.03,624641,702795,,swinging_strike,6.0,R,R,S,,,0,0,0.54,0.31,0.77,2.65,,,669016.0,2,8,Bot,,,2.789367376,-122.0693399,-2.014231913,4.869190622,24.45789958,-28.9269939,3.61,1.74,,,,83.8,2125.0,6.3,745575,54.23,,,,,,,,64,1,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,46.0,0.0,-0.039,70.8,7.6,,0.039,,5,5,0.995,0.995,25,28,25,28,1,3,,1.0,2.0,2.0,2.94,-0.54,-0.54,35.1
SI,6/1/2024,93.1,-0.9,6.06,669016,702795,walk,ball,11.0,L,R,B,,,3,0,-1.09,0.6,-2.12,3.73,,,,2,8,Bot,,,-0.730642822,-135.7022313,-1.521492534,-13.34070326,29.52793631,-24.68320263,3.18,1.67,,,,93.2,1641.0,6.2,745575,54.27,,0.689131,0.7,1.0,0.0,0.0,,63,4,Sinker,6,1,6,1,1,6,6,1,Infield shade,Standard,239.0,0.0,0.046,,,,-0.046,,5,5,0.995,0.995,25,26,25,27,1,3,,1.0,2.0,1.0,2.02,1.09,-1.09,33.3
SI,6/1/2024,94.2,-0.98,6.06,669016,702795,,ball,11.0,L,R,B,,,2,0,-0.98,0.59,-0.91,2.39,,,,2,8,Bot,,,2.344585303,-137.1234905,-5.148309324,-12.86554317,29.74983625,-23.74503906,3.2,1.57,,,,94.2,1709.0,6.2,745575,54.26,,,,,,,,63,3,Sinker,6,1,6,1,1,6,6,1,Infield shade,Standard,237.0,0.0,0.042,,,,-0.042,,5,5,0.995,0.995,25,26,25,27,1,3,,1.0,2.0,1.0,1.97,0.98,-0.98,33.2
ST,6/1/2024,83.6,-0.92,6.0,669016,702795,,ball,14.0,L,R,B,,,1,0,0.76,0.16,0.33,1.29,,,,2,8,Bot,,,1.400290997,-121.7307972,-4.758899491,7.24753384,23.64111432,-29.83876174,3.23,1.57,,,,83.6,2179.0,6.2,745575,54.29,,,,,,,,63,2,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,34.0,0.0,0.026,,,,-0.026,,5,5,0.995,0.995,25,26,25,27,1,3,,1.0,2.0,1.0,3.09,-0.76,0.76,34.0
SI,6/1/2024,94.1,-0.85,6.11,669016,702795,,ball,11.0,L,R,B,,,0,0,-1.06,0.99,-1.16,3.13,,,,2,8,Bot,,,1.553620881,-136.9601253,-4.192601839,-13.64614837,31.54294827,-18.99040373,3.23,1.62,,,,93.9,1827.0,6.2,745575,54.27,,,,,,,,63,1,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,237.0,0.0,0.015,,,,-0.015,,5,5,0.995,0.995,25,26,25,27,1,3,,1.0,2.0,1.0,1.59,1.06,-1.06,33.6
SI,6/1/2024,94.5,-0.89,6.03,592206,702795,field_out,hit_into_play,11.0,R,R,X,6.0,ground_ball,2,1,-1.12,0.87,-1.18,2.88,,,,1,8,Bot,117.86,147.55,1.749335224,-137.5762975,-4.456612576,-14.61152066,31.68640262,-20.32889107,3.89,1.83,4.0,61.7,-33.0,94.2,1800.0,6.2,745575,54.32,0.089,0.08,0.0,1.0,0.0,0.0,2.0,62,4,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,237.0,0.0,-0.191,61.7,5.5,0.093,0.191,88.0,5,5,0.995,0.995,25,32,25,32,1,3,,1.0,2.0,1.0,1.69,1.12,1.12,32.7
ST,6/1/2024,84.7,-0.9,5.97,592206,702795,,ball,14.0,R,R,B,,,1,1,0.27,-0.25,0.69,1.33,,,,1,8,Bot,,,3.161816223,-123.3158839,-3.969890133,2.115542208,26.03275837,-34.06561232,4.01,1.89,,,,84.5,2119.0,6.3,745575,54.22,,,,,,,,62,3,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,33.0,0.0,0.037,,,,-0.037,,5,5,0.995,0.995,25,32,25,32,1,3,,1.0,2.0,1.0,3.44,-0.27,-0.27,31.4
ST,6/1/2024,84.9,-0.87,5.95,592206,702795,,called_strike,9.0,R,R,S,,,1,0,0.67,-0.7,0.72,1.8,,,,1,8,Bot,,,2.361851649,-123.5700938,-1.864617297,6.217806731,29.56881717,-39.02904572,4.04,1.82,,,,84.0,2163.0,6.2,745575,54.34,,,,,,,,62,2,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,42.0,0.0,-0.032,,,,0.032,,5,5,0.995,0.995,25,32,25,32,1,3,,1.0,2.0,1.0,3.91,-0.67,-0.67,33.0
ST,6/1/2024,84.9,-0.73,6.04,592206,702795,,ball,14.0,R,R,B,,,0,0,0.46,-0.35,1.22,1.64,,,,1,8,Bot,,,3.648216392,-123.5208414,-3.208865519,3.909807224,27.18756232,-35.22230519,4.09,1.92,,,,84.5,2136.0,6.3,745575,54.2,,,,,,,,62,1,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,39.0,0.0,0.025,,,,-0.025,,5,5,0.995,0.995,25,32,25,32,1,3,,1.0,2.0,1.0,3.54,-0.46,-0.46,35.5
SI,6/1/2024,94.8,-0.7,6.21,681082,702795,field_out,hit_into_play,2.0,L,R,X,7.0,fly_ball,2,2,-1.07,0.97,0.18,3.37,,,,0,8,Bot,78.78,91.76,4.70393814,-137.9651298,-3.9445945,-14.74341119,29.60968044,-19.10136835,3.27,1.56,291.0,92.6,44.0,94.8,1806.0,6.2,745575,54.28,0.006,0.008,0.0,1.0,0.0,0.0,3.0,61,5,Sinker,6,1,6,1,1,6,6,1,Infield shade,Standard,230.0,-0.001,-0.203,68.8,6.2,0.018,0.203,92.6,5,5,0.996,0.996,25,26,25,27,1,3,,1.0,2.0,1.0,1.56,1.07,-1.07,35.7
SI,6/1/2024,94.0,-1.06,6.09,681082,702795,,foul,5.0,L,R,S,,,2,1,-0.99,0.71,-0.23,2.52,,,,0,8,Bot,,,4.345895274,-136.7639949,-5.073769344,-13.41092408,31.50965657,-22.30611954,3.27,1.56,255.0,91.5,19.0,93.9,1716.0,6.3,745575,54.18,,,,,,,,61,4,Sinker,6,1,6,1,1,6,6,1,Infield shade,Standard,237.0,0.0,-0.062,68.8,6.4,,0.062,91.5,5,5,0.996,0.996,25,26,25,27,1,3,,1.0,2.0,1.0,1.88,0.99,-0.99,32.5
SI,6/1/2024,93.9,-0.92,6.14,681082,702795,,ball,13.0,L,R,B,,,1,1,-1.07,0.7,-1.06,2.25,,,,0,8,Bot,,,1.987850498,-136.6957656,-5.84487518,-13.76562228,32.10254451,-22.26920006,3.38,1.62,,,,93.5,1760.0,6.2,745575,54.32,,,,,,,,61,3,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,234.0,0.0,0.048,,,,-0.048,,5,5,0.996,0.996,25,26,25,27,1,3,,1.0,2.0,1.0,1.89,1.07,-1.07,34.1
SI,6/1/2024,94.4,-0.76,6.21,681082,702795,,ball,11.0,L,R,B,,,0,1,-1.02,0.91,-0.95,4.4,,,,0,8,Bot,,,1.747040729,-137.4590007,-1.022805996,-13.24143735,31.85079404,-20.63152198,3.41,1.62,,,,93.8,1785.0,6.0,745575,54.53,,,,,,,,61,2,Sinker,6,1,6,1,1,6,6,1,Standard,Standard,233.0,0.0,0.023,,,,-0.023,,5,5,0.996,0.996,25,26,25,27,1,3,,1.0,2.0,1.0,1.65,1.02,-1.02,34.4
ST,6/1/2024,83.4,-0.94,6.02,681082,702795,,foul,8.0,L,R,S,,,0,0,1.19,-0.5,-0.01,1.84,,,,0,8,Bot,,,-0.187560928,-121.3324092,-2.064520274,11.63080528,27.52910125,-36.86451986,3.27,1.56,,,,82.5,2151.0,6.1,745575,54.41,,,,,,,,61,1,Sweeper,6,1,6,1,1,6,6,1,Standard,Standard,41.0,0.0,-0.033,65.5,6.4,,0.033,,5,5,0.996,0.996,25,26,25,27,1,3,,1.0,2.0,1.0,3.83,-1.19,1.19,34.6
ST,6/3/2024,83.6,-0.96,5.98,643289,702795,field_out,hit_into_play,8.0,R,R,X,9.0,fly_ball,0,0,0.76,-0.12,0.05,1.73,,514888.0,,2,8,Bot,169.68,101.72,0.832302332,-121.7133508,-3.067355715,7.277817458,26.58108924,-32.88614919,3.35,1.56,266.0,80.8,36.0,82.9,2054.0,6.0,746382,54.48,0.023,0.025,0.0,1.0,0.0,0.0,3.0,73,1,Sweeper,7,4,7,4,4,7,7,4,Standard,Standard,39.0,-0.004,-0.334,69.9,8.0,0.039,0.334,88.0,3,3,0.973,0.973,25,29,25,30,1,3,2.0,1.0,58.0,1.0,3.4,-0.76,-0.76,32.9
ST,6/3/2024,85.0,-0.86,5.99,514888,702795,double,hit_into_play,9.0,R,R,X,,fly_ball,1,2,1.1,-0.43,0.79,1.43,,676801.0,,2,8,Bot,206.52,95.29,1.662521503,-123.6641579,-3.410195341,10.72286538,28.54622665,-35.97136882,2.93,1.31,323.0,97.6,24.0,84.5,2186.0,6.3,746382,54.17,0.317,0.456,1.25,1.0,1.0,1.0,5.0,72,4,Sweeper,6,4,6,4,4,7,7,4,Standard,Standard,41.0,0.034,1.096,,,0.803,-1.096,97.6,2,2,0.939,0.939,25,34,25,34,1,4,2.0,1.0,58.0,1.0,3.63,-1.1,-1.1,32.8
ST,6/3/2024,84.9,-0.71,6.04,514888,702795,,ball,12.0,R,R,B,,,0,2,0.98,0.02,2.58,2.11,,676801.0,,2,8,Bot,,,5.731025429,-123.5664364,-2.858598147,8.694398574,26.77131083,-31.59586546,2.8,1.18,,,,84.4,2191.0,6.2,746382,54.33,,,,,,,,72,3,Sweeper,6,4,6,4,4,6,6,4,Standard,Standard,33.0,0.0,0.02,,,,-0.02,,2,2,0.939,0.939,25,34,25,34,1,4,2.0,1.0,58.0,1.0,3.17,-0.98,-0.98,34.9
SI,6/3/2024,94.3,-0.7,6.17,514888,702795,,foul,11.0,R,R,S,,,0,1,-0.95,0.81,-0.09,3.13,,676801.0,,2,8,Bot,,,3.715782218,-137.2413407,-3.992942071,-12.83651825,32.84353059,-21.24276562,2.93,1.31,181.0,76.8,24.0,94.3,1823.0,6.4,746382,54.05,,,,,,,,72,2,Sinker,6,4,6,4,4,6,6,4,Standard,Standard,232.0,0.0,-0.074,75.0,7.4,,0.074,88.0,2,2,0.939,0.939,25,34,25,34,1,4,2.0,1.0,58.0,1.0,1.77,0.95,0.95,34.5
ST,6/3/2024,82.9,-0.91,6.04,514888,702795,,called_strike,1.0,R,R,S,,,0,0,0.76,-0.14,-0.36,2.95,,,676801.0,2,8,Bot,,,-0.225483009,-120.6756202,-0.22279733,7.398176821,27.09637183,-33.75196355,2.93,1.31,,,,81.8,1981.0,5.9,746382,54.64,,,,,,,,72,1,Sweeper,6,4,6,4,4,6,6,4,Standard,Standard,53.0,0.003,-0.039,,,,0.039,,2,2,0.936,0.936,25,34,25,34,1,4,2.0,1.0,58.0,1.0,3.5,-0.76,-0.76,34.4
ST,7/31/2024,85.0,-1.19,5.69,663993,702795,field_out,hit_into_play,9.0,L,R,X,9.0,fly_ball,0,1,0.38,-0.36,0.33,1.99,,,,2,9,Top,199.8,137.42,2.788941849,-123.7923989,-1.601155693,3.360491503,25.59536739,-35.80648847,3.44,1.57,236.0,87.8,51.0,85.1,2094.0,6.4,745148,54.09,0.014,0.017,0.0,1.0,0.0,0.0,3.0,73,2,Sweeper,10,1,1,10,1,10,1,10,Infield shade,Standard,49.0,0.0,-0.083,73.9,8.5,0.024,0.083,88.0,9,-9,1.0,0.0,25,28,25,29,1,3,58.0,1.0,,2.0,3.52,-0.38,0.38,30.5
SI,7/31/2024,94.5,-1.04,5.93,663993,702795,,swinging_strike,12.0,L,R,S,,,0,0,-0.74,0.84,0.38,3.62,,,,2,9,Top,,,5.390500533,-137.6533495,-2.254034083,-10.61068772,28.90582163,-21.20308097,3.44,1.57,,,,95.2,1829.0,6.5,745148,54.01,,,,,,,,73,1,Sinker,10,1,1,10,1,10,1,10,Infield shade,Standard,234.0,0.0,-0.016,72.4,6.3,,0.016,,9,-9,1.0,0.0,25,28,25,29,1,3,58.0,1.0,,2.0,1.7,0.74,-0.74,32.6
SI,7/31/2024,94.8,-1.19,5.84,543257,702795,field_out,hit_into_play,2.0,L,R,X,4.0,ground_ball,2,0,-0.97,1.11,0.21,2.78,,,,1,9,Top,145.17,150.9,5.833084447,-137.9150516,-4.851377445,-13.64174457,29.4523134,-17.13471195,3.04,1.37,5.0,79.5,-27.0,95.5,1890.0,6.6,745148,53.9,0.034,0.054,0.0,1.0,0.0,0.0,2.0,72,3,Sinker,10,1,1,10,1,10,1,10,Infield shade,Standard,234.0,0.0,-0.232,66.5,5.6,0.036,0.232,88.0,9,-9,1.0,0.0,25,34,25,35,1,0,58.0,3.0,,2.0,1.42,0.97,-0.97,30.5
CH,7/31/2024,87.6,-1.23,5.77,543257,702795,,ball,14.0,L,R,B,,,1,0,-1.39,0.05,0.68,1.39,,,,1,9,Top,,,7.505405358,-127.3130034,-4.557084409,-16.68352864,25.09284833,-30.94771117,3.28,1.57,,,,88.0,1517.0,6.5,745148,54.01,,,,,,,,72,2,Changeup,10,1,1,10,1,10,1,10,Infield shade,Standard,251.0,0.0,0.046,,,,-0.046,,9,-9,1.0,0.0,25,34,25,35,1,0,58.0,3.0,,2.0,2.92,1.39,-1.39,30.2
SI,7/31/2024,94.6,-1.05,5.85,543257,702795,,ball,12.0,L,R,B,,,0,0,-0.79,1.04,1.27,2.75,,,,1,9,Top,,,7.830972492,-137.5939209,-4.766666511,-11.74413224,28.07527375,-18.08071291,3.23,1.44,,,,95.2,1979.0,6.5,745148,54.01,,,,,,,,72,1,Sinker,10,1,1,10,1,10,1,10,Infield shade,Standard,231.0,0.0,0.025,,,,-0.025,,9,-9,1.0,0.0,25,34,25,35,1,0,58.0,3.0,,2.0,1.49,0.79,-0.79,31.1
SI,7/31/2024,94.3,-1.06,5.86,694671,702795,field_out,hit_into_play,9.0,R,R,X,9.0,fly_ball,3,1,-1.0,0.89,0.35,2.01,,,,0,9,Top,214.75,124.6,5.928173657,-137.2140281,-6.37786468,-13.93840354,27.78247672,-19.69688443,3.38,1.61,285.0,90.2,44.0,95.2,1876.0,6.6,745148,53.9,0.009,0.014,0.0,1.0,0.0,0.0,3.0,71,5,Sinker,10,1,1,10,1,10,1,10,Standard,Standard,233.0,0.0,-0.375,76.6,6.9,0.024,0.375,90.2,9,-9,1.0,0.0,25,22,25,23,1,3,58.0,1.0,,2.0,1.65,1.0,1.0,30.7
SI,7/31/2024,93.3,-1.14,5.78,694671,702795,,ball,14.0,R,R,B,,,2,1,-0.94,0.77,1.74,1.81,,,,0,9,Top,,,9.521639252,-135.5761472,-6.192294158,-13.64515829,27.63004379,-21.45267,3.4,1.51,,,,93.8,1884.0,6.5,745148,54.02,,,,,,,,71,4,Sinker,10,1,1,10,1,10,1,10,Standard,Standard,235.0,0.0,0.11,,,,-0.11,,9,-9,1.0,0.0,25,22,25,23,1,3,58.0,1.0,,2.0,1.84,0.94,0.94,29.7
ST,7/31/2024,81.0,-1.05,5.74,694671,702795,,ball,12.0,R,R,B,,,1,1,0.67,-0.16,1.16,2.62,,,,0,9,Top,,,3.686957608,-117.9857851,0.006183491,5.523359451,23.26261254,-33.93189808,3.33,1.51,,,,81.3,2063.0,6.5,745148,53.97,,,,,,,,71,3,Sweeper,10,1,1,10,1,10,1,10,Standard,Standard,55.0,0.0,0.048,,,,-0.048,,9,-9,1.0,0.0,25,22,25,23,1,3,58.0,1.0,,2.0,3.64,-0.67,-0.67,33.3
ST,7/31/2024,85.6,-1.01,5.7,694671,702795,,ball,14.0,R,R,B,,,0,1,0.61,-0.61,0.35,0.91,,,,0,9,Top,,,2.006500217,-124.6644546,-3.799815319,5.849044659,26.75996635,-37.86886966,3.35,1.5,,,,86.0,2083.0,6.7,745148,53.83,,,,,,,,71,2,Sweeper,10,1,1,10,1,10,1,10,Standard,Standard,43.0,0.0,0.023,,,,-0.023,,9,-9,1.0,0.0,25,22,25,23,1,3,58.0,1.0,,2.0,3.73,-0.61,-0.61,29.8
SI,7/31/2024,94.4,-1.03,5.9,694671,702795,,called_strike,6.0,R,R,S,,,0,0,-0.86,1.04,0.35,2.7,,,,0,9,Top,,,5.516107185,-137.4858873,-5.001401207,-12.09695384,27.45013028,-18.11373966,3.42,1.57,,,,94.9,1926.0,6.3,745148,54.16,,,,,,,,71,1,Sinker,10,1,1,10,1,10,1,10,Standard,Standard,230.0,0.0,-0.033,,,,0.033,,9,-9,1.0,0.0,25,22,25,23,1,3,58.0,1.0,,2.0,1.5,0.86,0.86,29.7
