pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CU,5/4/2024,75.5,-1.18,5.96,681546,623451,field_out,hit_into_play,4.0,L,R,X,4.0,ground_ball,1,2,1.24,-1.2,-0.44,2.39,,,681624.0,2,8,Bot,155.3,157.57,-0.66996033,-109.8624982,1.931846631,10.05520774,23.25326657,-42.40739543,3.46,1.61,9.0,92.5,-14.0,74.0,3125.0,5.6,746155,54.85,0.16,0.163,0.0,1.0,0.0,0.0,2.0,76,4,Curveball,11,2,11,2,2,11,11,2,Infield shade,Standard,53.0,0.0,-0.165,,,0.193,0.165,92.5,9,9,1.0,1.0,30,27,30,27,1,4,,1.0,10.0,2.0,5.26,-1.24,1.24,41.0
SI,5/4/2024,92.4,-0.89,5.88,681546,623451,,ball,14.0,L,R,B,,,0,2,-1.31,0.23,1.14,2.22,,,681624.0,2,8,Bot,,,7.925424491,-134.3382843,-3.956645669,-17.57872248,29.81815768,-28.69699535,3.44,1.67,,,,91.3,1963.0,5.7,746155,54.78,,,,,,,,76,3,Sinker,11,2,11,2,2,11,11,2,Infield shade,Standard,224.0,0.0,0.023,,,,-0.023,,9,9,1.0,1.0,30,27,30,27,1,4,,1.0,10.0,2.0,2.45,1.31,-1.31,39.3
CU,5/4/2024,76.0,-1.16,5.93,681546,623451,,called_strike,4.0,L,R,S,,,0,1,1.32,-1.21,-0.67,2.49,,,681624.0,2,8,Bot,,,-1.314554658,-110.4787413,2.099103614,10.97453507,23.08349186,-42.61248902,3.47,1.63,,,,74.5,3164.0,5.6,746155,54.86,,,,,,,,76,2,Curveball,11,2,11,2,2,11,11,2,Infield shade,Standard,54.0,0.0,-0.046,,,,0.046,,9,9,1.0,1.0,30,27,30,27,1,4,,1.0,10.0,2.0,5.22,-1.32,1.32,39.7
CU,5/4/2024,73.7,-1.21,5.92,681546,623451,,called_strike,11.0,L,R,S,,,0,0,1.18,-1.12,-0.87,2.55,,,681624.0,2,8,Bot,,,-1.325668778,-107.2232961,2.438232952,9.263819433,21.02085746,-41.47251824,3.44,1.66,,,,72.4,2855.0,5.6,746155,54.89,,,,,,,,76,1,Curveball,11,2,11,2,2,11,11,2,Infield shade,Standard,62.0,0.0,-0.039,,,,0.039,,9,9,1.0,1.0,30,27,30,27,1,4,,1.0,10.0,2.0,5.37,-1.18,1.18,39.9
CH,5/4/2024,85.6,-1.26,5.82,681624,623451,force_out,hit_into_play,8.0,R,R,X,4.0,ground_ball,1,0,-0.92,0.23,-0.09,2.22,,,606192.0,1,8,Bot,123.59,145.85,4.55584448,-124.6566113,-2.719848929,-10.49343261,22.66623403,-29.4405553,3.59,1.66,112.0,58.8,14.0,85.1,1601.0,5.7,746155,54.8,0.183,0.183,0.0,1.0,0.0,0.0,1.0,75,2,Changeup,11,2,11,2,2,11,11,2,Standard,Standard,225.0,0.0,-0.412,73.6,7.4,0.206,0.412,88.0,9,9,1.0,1.0,30,23,30,24,1,4,,1.0,10.0,1.0,2.85,0.92,0.92,38.0
CU,5/4/2024,74.0,-1.13,6.05,681624,623451,,ball,11.0,R,R,B,,,0,0,1.34,-1.26,-1.1,3.99,,,606192.0,1,8,Bot,,,-2.246841393,-107.4760156,5.274517601,10.76729664,20.60136137,-43.09429155,3.56,1.7,,,,72.8,2855.0,5.7,746155,54.79,,,,,,,,75,1,Curveball,11,2,11,2,2,11,11,2,Standard,Standard,53.0,0.0,0.043,,,,-0.043,,9,9,1.0,1.0,30,23,30,24,1,4,,1.0,10.0,1.0,5.47,-1.34,-1.34,42.2
FF,5/4/2024,92.7,-0.69,6.05,606192,623451,single,hit_into_play,4.0,R,R,X,9.0,line_drive,1,2,-0.54,0.95,-0.63,2.63,,,,1,8,Bot,189.99,128.1,1.355434188,-135.1159816,-5.048131746,-6.970099637,27.34053872,-19.60520358,3.51,1.6,200.0,80.8,17.0,92.5,1964.0,5.9,746155,54.57,0.994,0.947,0.9,1.0,1.0,0.0,4.0,74,5,4-Seam Fastball,11,2,11,2,2,11,11,2,Standard,Standard,221.0,0.0,0.313,68.2,6.5,1.146,-0.313,88.0,9,9,1.0,1.0,30,31,30,32,1,4,,1.0,10.0,1.0,1.67,0.54,0.54,45.0
CU,5/4/2024,75.2,-1.01,6.01,606192,623451,,foul,1.0,R,R,S,,,1,2,1.32,-0.85,-0.64,3.34,,,,1,8,Bot,,,-1.555367482,-109.3742768,3.108452706,10.83508866,20.901679,-39.76340198,3.51,1.6,163.0,62.8,58.0,74.2,2958.0,5.7,746155,54.77,,,,,,,,74,4,Curveball,11,2,11,2,2,11,11,2,Standard,Standard,58.0,0.0,0.0,67.2,6.9,,0.0,88.0,9,9,1.0,1.0,30,31,30,32,1,4,,1.0,10.0,1.0,4.91,-1.32,-1.32,42.4
FF,5/4/2024,92.7,-0.81,6.01,606192,623451,,ball,12.0,R,R,B,,,0,2,-0.31,1.07,0.41,4.29,,,,1,8,Bot,,,3.773874843,-134.98947,-0.931284511,-4.627112318,29.76229251,-19.14899649,3.62,1.69,,,,92.0,2070.0,5.8,746155,54.65,,,,,,,,74,3,4-Seam Fastball,11,2,11,2,2,11,11,2,Standard,Standard,214.0,0.0,0.013,,,,-0.013,,9,9,1.0,1.0,30,31,30,32,1,4,,1.0,10.0,1.0,1.58,0.31,0.31,44.2
FF,5/4/2024,93.0,-0.94,6.0,606192,623451,,swinging_strike,12.0,R,R,S,,,0,1,-0.18,1.08,0.06,3.89,,,,1,8,Bot,,,2.950445863,-135.4275779,-2.013638505,-2.830951238,28.99433782,-18.62960531,3.51,1.6,,,,92.4,2058.0,5.9,746155,54.63,,,,,,,,74,2,4-Seam Fastball,11,2,11,2,2,11,11,2,Standard,Standard,212.0,0.0,-0.036,45.4,5.8,,0.036,,9,9,1.0,1.0,30,31,30,32,1,4,,1.0,10.0,1.0,1.55,0.18,0.18,42.1
