pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,4/3/2024,92.8,-3.21,5.11,666182,605463,strikeout,swinging_strike,1.0,R,R,S,2.0,,3,2,-1.07,1.23,-0.73,3.77,,,,2,8,Top,,,8.586450782,-134.8492813,-0.275618762,-14.97015451,30.83400375,-17.40890496,3.66,1.73,,,,91.6,2172.0,5.8,746407,54.74,,0.0,0.0,1.0,0.0,0.0,,69,7,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,236.0,0.0,-0.125,,,,0.125,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,1.44,1.07,1.07,18.7
SL,4/3/2024,81.5,-3.21,5.03,666182,605463,,ball,12.0,R,R,B,,,2,2,1.56,-0.16,0.29,4.06,,,,2,8,Top,,,4.812377131,-118.5001308,4.710119444,13.58927253,24.81349966,-34.86507339,3.76,1.74,,,,80.1,2895.0,5.6,746407,54.89,,,,,,,,69,6,Slider,8,0,0,8,0,8,0,8,Standard,Standard,56.0,0.0,0.041,,,,-0.041,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,3.62,-1.56,-1.56,17.5
FF,4/3/2024,91.7,-3.45,5.07,666182,605463,,ball,11.0,R,R,B,,,1,2,-1.17,0.95,-0.67,5.24,,,,2,8,Top,,,9.421863379,-133.1515607,4.257037996,-15.97554931,30.45539353,-22.23746879,3.8,1.77,,,,90.3,2263.0,5.7,746407,54.79,,,,,,,,69,5,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,243.0,0.0,0.015,,,,-0.015,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,1.79,1.17,1.17,16.4
SL,4/3/2024,83.4,-3.27,4.93,666182,605463,,foul,8.0,R,R,S,,,1,2,1.61,0.17,0.09,2.07,,,,2,8,Top,,,4.515532528,-121.2782589,-0.331750244,14.56864986,28.25389945,-30.68614222,3.66,1.73,146.0,71.9,67.0,81.9,2910.0,5.8,746407,54.72,,,,,,,,69,4,Slider,8,0,0,8,0,8,0,8,Standard,Standard,53.0,0.0,0.0,71.9,7.8,,0.0,88.0,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,3.16,-1.61,-1.61,14.3
SL,4/3/2024,83.4,-3.29,5.0,666182,605463,,ball,14.0,R,R,B,,,0,2,1.27,-0.19,1.02,1.34,,,,2,8,Top,,,7.313375938,-121.0996545,-1.456788888,10.64929185,27.89762906,-33.89948221,3.79,1.74,,,,81.8,2752.0,5.7,746407,54.78,,,,,,,,69,3,Slider,8,0,0,8,0,8,0,8,Standard,Standard,47.0,0.0,0.009,,,,-0.009,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,3.53,-1.27,-1.27,17.0
SL,4/3/2024,83.6,-3.35,4.93,666182,605463,,foul_tip,6.0,R,R,S,,,0,1,1.18,0.19,0.59,2.41,,,,2,8,Top,,,6.641244685,-121.5206021,0.280853237,10.24347671,25.95683832,-30.59798838,3.66,1.73,,,,82.1,2920.0,5.5,746407,54.95,,,,,,,,69,2,Slider,8,0,0,8,0,8,0,8,Standard,Standard,44.0,0.0,-0.022,68.7,7.0,,0.022,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,3.1,-1.18,-1.18,14.6
FF,4/3/2024,92.0,-3.44,5.0,666182,605463,,called_strike,5.0,R,R,S,,,0,0,-1.6,0.75,-0.01,2.95,,,,2,8,Top,,,11.98392997,-133.3453957,-0.83739085,-21.7657823,32.5760492,-23.40646219,3.86,1.8,,,,90.2,2170.0,5.7,746407,54.79,,,,,,,,69,1,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,245.0,0.0,-0.016,,,,0.016,,8,-8,1.0,0.0,32,26,32,26,1,3,3.0,1.0,3.0,2.0,2.0,1.6,1.6,19.2
FS,4/3/2024,85.4,-3.25,4.99,665489,605463,field_out,hit_into_play,8.0,R,R,X,5.0,line_drive,0,1,-1.29,-0.14,0.15,1.87,,,,1,8,Top,95.74,167.3,10.43487224,-123.9820786,-0.717745726,-15.38709363,25.68788576,-33.71992265,3.66,1.76,167.0,100.0,8.0,84.2,1717.0,5.7,746407,54.76,0.649,0.617,0.0,1.0,0.0,0.0,4.0,68,2,Split-Finger,8,0,0,8,0,8,0,8,Standard,Standard,260.0,0.001,-0.138,75.3,8.8,0.763,0.138,100.0,8,-8,0.999,0.001,32,25,32,25,1,3,3.0,1.0,3.0,2.0,3.29,1.29,1.29,17.8
FF,4/3/2024,92.6,-3.39,5.04,665489,605463,,called_strike,5.0,R,R,S,,,0,0,-1.45,0.98,0.17,2.57,,,,1,8,Top,,,12.08437091,-134.223404,-2.528608189,-20.25476196,31.24089256,-20.05124143,3.67,1.76,,,,91.1,2126.0,5.8,746407,54.73,,,,,,,,68,1,4-Seam Fastball,8,0,0,8,0,8,0,8,Standard,Standard,243.0,0.0,-0.023,,,,0.023,,8,-8,0.999,0.001,32,25,32,25,1,3,3.0,1.0,3.0,2.0,1.72,1.45,1.45,16.5
FS,4/3/2024,86.9,-3.21,5.01,543807,605463,strikeout,swinging_strike,9.0,R,R,S,2.0,,1,2,-0.88,-0.44,0.7,2.19,,,,0,8,Top,,,11.03814065,-126.070836,0.359291605,-11.65282238,26.37433042,-37.16106254,3.64,1.68,,,,85.9,1690.0,5.9,746407,54.64,,0.0,0.0,1.0,0.0,0.0,,67,5,Split-Finger,8,0,0,8,0,8,0,8,Standard,Standard,260.0,0.001,-0.167,72.1,7.8,,0.167,,8,-8,0.998,0.002,32,34,32,35,1,3,3.0,1.0,3.0,2.0,3.48,0.88,0.88,18.1
