pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FA,2024-06-11,80.4,2.23,5.88,"Rizzo, Anthony",519203,668472,field_out,hit_into_play,11.0,Anthony Rizzo pops out to third baseman Maikel Garcia in foul territory.,L,L,KC,NYY,X,5.0,popup,2,2,0.47,1.33,-0.42,4.35,,519317.0,,2,9,Top,126.0,204.5,666023,,-6.72037386906419,-116.983372750322,0.729830730320532,5.54913119182639,21.1851581440681,-20.2364917493406,3.73,1.76,104.0,74.0,70.0,80.2,2046.0,6.1,746296,686469,679845,672580,641658,669004,664728,671221,54.43,0.001,0.0,0.0,1.0,0.0,0.0,3.0,76,5,Other,1,10,10,1,10,1,10,1,Standard,Standard,140.0,0.0,-0.282,54.6841718990355,5.63403
FA,2024-06-11,83.9,2.4,5.85,"Rizzo, Anthony",519203,668472,,ball,11.0,Anthony Rizzo pops out to third baseman Maikel Garcia in foul territory.,L,L,KC,NYY,B,,,1,2,0.5,1.53,-0.42,5.14,,,519317.0,2,9,Top,,,666023,,-7.45183442186977,-121.94572202178,1.7359894164331,6.41617343418485,24.1730348058235,-17.4675441584138,3.93,1.9,,,,83.3,2902.0,6.0,746296,686469,679845,672580,641658,669004,664728,671221,54.55,,,,,,,,76,4,Other,1,10,10,1,10,1,10,1,Infield shade,Standard,138.0,0.0,0.023,,
FA,2024-06-11,81.1,2.17,5.92,"Rizzo, Anthony",519203,668472,,called_strike,7.0,Anthony Rizzo pops out to third baseman Maikel Garcia in foul territory.,L,L,KC,NYY,S,,,1,1,0.54,1.56,-0.76,2.29,,,519317.0,2,9,Top,,,666023,,-7.54139165298635,-117.827982831514,-4.40155848132284,6.53804822439077,23.333166796163,-17.030565240858,3.93,1.96,,,,80.4,2084.0,6.0,746296,686469,679845,672580,641658,669004,664728,671221,54.48,,,,,,,,76,3,Other,1,10,10,1,10,1,10,1,Infield shade,Standard,150.0,0.0,-0.048,,
FA,2024-06-11,79.3,2.11,6.01,"Rizzo, Anthony",519203,668472,,called_strike,1.0,Anthony Rizzo pops out to third baseman Maikel Garcia in foul territory.,L,L,KC,NYY,S,,,1,0,0.44,1.48,-0.29,3.37,,,519317.0,2,9,Top,,,666023,,-6.0346322001168,-115.421088188369,-1.76915188940807,5.04180605960396,21.5483674222687,-18.8286776671551,3.85,1.83,,,,79.0,2219.0,6.1,746296,686469,679845,672580,641658,669004,664728,671221,54.44,,,,,,,,76,2,Other,1,10,10,1,10,1,10,1,Infield shade,Standard,226.0,0.0,-0.039,,
FA,2024-06-11,79.0,1.89,6.0,"Rizzo, Anthony",519203,668472,,ball,11.0,Anthony Rizzo pops out to third baseman Maikel Garcia in foul territory.,L,L,KC,NYY,B,,,0,0,0.53,1.55,-1.2,2.93,,,519317.0,2,9,Top,,,666023,,-7.71966749087976,-114.801717401127,-2.76400363604474,6.14089836208806,21.255875111895,-18.1640005667064,3.73,1.76,,,,79.1,1976.0,6.4,746296,686469,679845,672580,641658,669004,664728,671221,54.09,,,,,,,,76,1,Other,1,10,10,1,10,1,10,1,Infield shade,Strategic,223.0,0.0,0.025,,
FA,2024-06-11,80.8,2.39,5.84,"Stanton, Giancarlo",519317,668472,single,hit_into_play,5.0,Giancarlo Stanton singles on a sharp line drive to center fielder Kyle Isbel.,R,L,KC,NYY,X,8.0,line_drive,1,1,0.67,1.41,-0.11,2.77,,,,2,9,Top,117.26,64.42,666023,,-6.75663058718346,-117.450137475688,-2.81992083492227,7.45702268343831,22.4860267700705,-18.8362816480886,3.59,1.69,292.0,105.1,12.0,80.0,2261.0,5.8,746296,686469,679845,672580,641658,669004,664728,671221,54.66,0.92,0.909,0.9,1.0,1.0,0.0,4.0,75,3,Other,1,10,10,1,10,1,10,1,Standard,Standard,193.0,0.0,0.137,81.6071671394858,7.98095
FA,2024-06-11,78.7,2.47,5.88,"Stanton, Giancarlo",519317,668472,,swinging_strike,11.0,Giancarlo Stanton singles on a sharp line drive to center fielder Kyle Isbel.,R,L,KC,NYY,S,,,1,0,0.45,1.55,-1.05,3.12,,,,2,9,Top,,,666023,,-8.42445114362998,-114.343479041644,-2.02318135795207,5.48472444563706,21.1198205959047,-18.3708556820268,3.59,1.69,,,,78.3,1063.0,6.1,746296,686469,679845,672580,641658,669004,664728,671221,54.43,,,,,,,,75,2,Other,1,10,10,1,10,1,10,1,Standard,Standard,292.0,0.0,-0.019,83.8474485316141,8.07187
FA,2024-06-11,79.8,2.06,6.0,"Stanton, Giancarlo",519317,668472,,ball,11.0,Giancarlo Stanton singles on a sharp line drive to center fielder Kyle Isbel.,R,L,KC,NYY,B,,,0,0,0.65,1.64,-1.36,3.11,,,,2,9,Top,,,666023,,-8.65578230509525,-115.924533196028,-2.63911546897213,7.47749910297304,21.9347599892693,-17.1266901520862,3.76,1.94,,,,79.1,1286.0,5.9,746296,686469,679845,672580,641658,669004,664728,671221,54.57,,,,,,,,75,1,Other,1,10,10,1,10,1,10,1,Standard,Standard,116.0,0.0,0.014,,
FA,2024-06-11,77.7,2.19,5.91,"Verdugo, Alex",657077,668472,field_out,hit_into_play,7.0,"Alex Verdugo grounds out, second baseman Nick Loftin to first baseman Vinnie Pasquantino.",L,L,KC,NYY,X,4.0,ground_ball,0,0,0.48,1.39,-0.66,2.12,,,,1,9,Top,147.1,148.71,666023,,-6.93700824045291,-112.985839029504,-3.75437431198352,5.35194985767189,19.3699971672321,-19.7357586904821,3.52,1.56,11.0,68.5,-11.0,77.2,1994.0,5.9,746296,686469,679845,672580,641658,669004,664728,671221,54.64,0.074,0.065,0.0,1.0,0.0,0.0,2.0,74,1,Other,1,10,10,1,10,1,10,1,Strategic,Standard,153.0,0.0,-0.162,69.8279540415586,7.21059
FA,2024-06-11,77.4,2.3,5.9,"Jones, Jahmai",663330,668472,strikeout,swinging_strike,11.0,Jahmai Jones strikes out swinging.,R,L,KC,NYY,S,2.0,,2,2,0.22,1.65,-0.08,3.99,,,,0,9,Top,,,666023,,-5.42887917628954,-112.638181446967,-0.210254263246493,2.78754745106517,18.7245653624369,-18.1846021050145,3.36,1.6,,,,77.2,1929.0,6.0,746296,686469,679845,672580,641658,669004,664728,671221,54.55,,0.0,0.0,1.0,0.0,0.0,,73,6,Other,1,10,10,1,10,1,10,1,Standard,Standard,153.0,0.0,-0.201,74.3232543729153,6.89557
