pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,4/6/2024,91.9,2.51,5.86,518692,696136,strikeout,swinging_strike,14.0,L,L,S,2.0,,3,2,1.38,0.82,0.92,2.12,,605131.0,660271.0,1,5,Top,,,-7.015225131,-133.5303378,-5.400479166,18.07407715,29.05700491,-21.3741363,3.64,1.83,,,,91.8,2076.0,6.3,746896,54.17,,0.0,0.0,1.0,0.0,0.0,,39,9,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,141.0,0.057,-0.581,74.5,7.4,,0.581,,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.89,1.38,1.38,44.0
SI,4/6/2024,92.5,2.31,5.95,518692,696136,,ball,12.0,L,L,B,,,2,2,1.31,0.87,1.45,3.32,,605131.0,660271.0,1,5,Top,,,-5.047726011,-134.6735324,-2.788120885,17.06605211,29.55158718,-21.15980754,3.46,1.74,,,,92.5,2127.0,6.3,746896,54.21,,,,,,,,39,8,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,144.0,0.0,0.168,,,,-0.168,,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.79,1.31,1.31,49.2
FF,4/6/2024,93.0,1.92,6.06,518692,696136,,foul,12.0,L,L,S,,,2,2,0.08,1.5,0.36,4.02,,605131.0,660271.0,1,5,Top,,,-4.169998988,-135.4475587,-2.756071672,1.901530432,30.07265404,-13.35547541,3.64,1.83,277.0,80.1,45.0,93.1,2307.0,6.3,746896,54.15,,,,,,,,39,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,169.0,0.0,0.0,69.5,6.5,,0.0,88.0,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.14,0.08,0.08,52.4
SL,4/6/2024,82.2,2.38,5.92,518692,696136,,foul,7.0,L,L,S,,,2,2,-1.19,0.05,-0.42,1.96,,605131.0,660271.0,1,5,Top,,,-4.073813749,-119.768306,-2.544569938,-10.63256536,23.05789497,-31.44411001,3.64,1.83,211.0,71.8,47.0,82.7,2740.0,6.6,746896,53.94,,,,,,,,39,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,321.0,0.0,0.0,61.7,6.7,,0.0,88.0,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,3.32,-1.19,-1.19,51.7
SI,4/6/2024,92.1,2.45,5.83,518692,696136,,foul,14.0,L,L,S,,,2,2,1.48,0.86,0.94,2.64,,605131.0,660271.0,1,5,Top,,,-7.09504576,-133.8961214,-4.165821139,19.29142345,28.22675663,-21.06155804,3.64,1.83,4.0,68.9,-35.0,92.6,2128.0,6.6,746896,53.91,,,,,,,,39,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,150.0,0.0,0.0,65.0,6.1,,0.0,88.0,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.82,1.48,1.48,49.9
FF,4/6/2024,92.8,1.92,6.06,518692,696136,,foul_tip,8.0,L,L,S,,,2,1,0.46,1.6,0.1,2.23,,605131.0,660271.0,1,5,Top,,,-5.651073245,-134.8815744,-7.475155831,6.857545127,30.20840398,-11.18535974,3.64,1.83,,,,92.6,2332.0,6.3,746896,54.18,,,,,,,,39,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,160.0,0.0,-0.092,72.8,7.1,,0.092,,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.06,0.46,0.46,52.6
SL,4/6/2024,82.7,2.43,5.93,518692,696136,,ball,13.0,L,L,B,,,1,1,-1.17,0.07,-0.85,1.86,,605131.0,660271.0,1,5,Top,,,-5.208003679,-120.3201593,-2.901710594,-10.20825782,25.03253303,-31.07253194,3.53,1.77,,,,82.7,2679.0,6.5,746896,54.05,,,,,,,,39,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,314.0,0.0,0.082,,,,-0.082,,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,3.28,-1.17,-1.17,50.6
SL,4/6/2024,81.0,2.41,5.97,518692,696136,,foul,5.0,L,L,S,,,1,0,-1.27,0.03,-0.18,2.46,,605131.0,660271.0,1,5,Top,,,-3.354712337,-117.9142241,-1.267207134,-11.22070925,22.733497,-31.82836526,3.64,1.83,211.0,80.0,56.0,81.1,2619.0,6.4,746896,54.14,,,,,,,,39,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,321.0,0.0,-0.105,67.9,6.9,,0.105,88.0,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,3.44,-1.27,-1.27,50.8
FF,4/6/2024,91.4,2.06,6.1,518692,696136,,ball,12.0,L,L,B,,,0,0,0.38,1.4,0.19,5.0,,605131.0,660271.0,1,5,Top,,,-5.548429382,-133.0881515,0.068509903,5.731650045,28.06778555,-15.6957395,3.51,1.82,,,,91.6,2265.0,6.3,746896,54.17,,,,,,,,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152.0,0.0,0.058,,,,-0.058,,0,0,0.45,0.55,24,34,25,35,3,2,6.0,1.0,6.0,1.0,1.32,0.38,0.38,52.8
SI,4/6/2024,91.3,2.26,5.89,660271,696136,single,hit_into_play,12.0,L,L,X,7.0,line_drive,1,0,1.54,0.95,1.02,2.94,,,605131.0,1,5,Top,78.01,111.93,-6.445833534,-132.8314693,-3.59016638,19.58652429,29.71967337,-20.33085489,3.56,1.65,198.0,78.2,17.0,91.1,2150.0,6.3,746896,54.19,0.96,0.891,0.9,1.0,1.0,0.0,4.0,38,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,141.0,-0.047,0.435,75.3,6.6,1.051,-0.435,88.0,0,0,0.497,0.503,24,29,25,30,3,2,6.0,1.0,6.0,1.0,1.79,1.54,1.54,44.5
