pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,9/1/2024,94.2,-1.01,6.1,493329,669854,field_out,hit_into_play,4.0,R,R,X,8.0,fly_ball,1,1,-0.87,1.69,-0.48,2.35,,,666023.0,2,4,Top,126.9,88.91,3.342888329,-136.8940099,-7.814116091,-11.71137147,33.87732545,-9.417131434,3.39,1.62,274.0,92.0,49.0,94.8,2305.0,7.0,746347,53.5,0.001,0.0,0.0,1.0,0.0,0.0,3.0,26,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205.0,0.028,-0.216,77.0,7.8,0.001,0.216,92.0,0,0,0.531,0.469,30,40,31,40,2,1,6.0,,6.0,1.0,0.91,0.87,0.87,46.0
FF,9/1/2024,93.6,-0.93,6.17,493329,669854,,foul,1.0,R,R,S,,,1,0,-0.8,1.58,-0.56,3.07,,,666023.0,2,4,Top,,,2.74801726,-136.1665571,-5.741532943,-10.50976766,33.60914198,-11.47204597,3.39,1.62,103.0,70.4,82.0,94.3,2278.0,7.0,746347,53.5,,,,,,,,26,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200.0,0.0,-0.04,74.7,7.5,,0.04,88.0,0,0,0.531,0.469,30,40,31,40,2,1,6.0,,6.0,1.0,1.05,0.8,0.8,47.1
CU,9/1/2024,81.0,-1.13,6.14,493329,669854,,ball,12.0,R,R,B,,,0,0,0.86,-0.03,0.38,4.03,,,666023.0,2,4,Top,,,1.723605877,-117.7660264,2.135380612,7.515356573,26.74964223,-33.20405686,3.34,1.62,,,,80.8,2203.0,6.7,746347,53.82,,,,,,,,26,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,35.0,0.0,0.028,,,,-0.028,,0,0,0.531,0.469,30,40,31,40,2,1,6.0,,6.0,1.0,3.57,-0.86,-0.86,46.5
FF,9/1/2024,94.3,-0.94,6.2,493329,669854,strikeout,swinging_strike,11.0,R,R,S,2.0,,1,2,-0.44,1.58,-1.11,2.97,,,,1,2,Top,,,0.556615455,-137.2394412,-6.235298492,-5.665505257,32.57817198,-11.12270877,3.39,1.62,,,,95.3,2204.0,7.0,746347,53.45,,0.0,0.0,1.0,0.0,0.0,,10,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204.0,0.017,-0.115,69.3,6.6,,0.115,,0,0,0.523,0.477,30,40,31,40,1,0,6.0,,6.0,1.0,1.0,0.44,0.44,48.5
FF,9/1/2024,93.6,-0.85,6.26,493329,669854,,foul_tip,5.0,R,R,S,,,1,1,-0.34,1.57,0.06,2.6,,,,1,2,Top,,,3.142842441,-135.9880603,-7.18181122,-4.926070402,33.42669245,-11.29229479,3.39,1.62,,,,94.1,2227.0,6.9,746347,53.56,,,,,,,,10,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204.0,0.0,-0.039,75.7,7.6,,0.039,,0,0,0.523,0.477,30,40,31,40,1,0,6.0,,6.0,1.0,1.06,0.34,0.34,48.6
FF,9/1/2024,94.2,-0.88,6.3,493329,669854,,foul,8.0,R,R,S,,,1,0,-0.78,1.47,-0.1,1.75,,,,1,2,Top,,,3.824973333,-136.803486,-9.473964341,-10.63683144,32.42199404,-11.77378612,3.39,1.62,140.0,76.2,66.0,95.3,2331.0,7.2,746347,53.3,,,,,,,,10,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205.0,0.0,-0.032,76.5,8.4,,0.032,88.0,0,0,0.523,0.477,30,40,31,40,1,0,6.0,,6.0,1.0,1.12,0.78,0.78,51.3
CU,9/1/2024,79.1,-1.06,6.37,493329,669854,,ball,11.0,R,R,B,,,0,0,0.93,-0.47,-0.62,4.79,,,,1,2,Top,,,-0.783650282,-114.9471055,4.341151464,8.331240211,24.106565,-37.45716257,3.34,1.57,,,,78.7,2266.0,6.4,746347,54.13,,,,,,,,10,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,40.0,0.0,0.025,,,,-0.025,,0,0,0.523,0.477,30,40,31,40,1,0,6.0,,6.0,1.0,4.16,-0.93,-0.93,49.1
SL,9/1/2024,84.3,-3.71,4.77,493329,605463,single,hit_into_play,9.0,R,R,X,7.0,line_drive,3,2,1.13,-0.35,0.38,1.51,,669004.0,666023.0,1,6,Top,70.4,129.78,7.165259604,-122.4785163,-0.404034769,9.605706507,27.9568402,-35.80801781,3.39,1.62,192.0,97.3,7.0,82.7,2799.0,5.7,746347,54.85,0.577,0.545,0.9,1.0,1.0,0.0,4.0,44,8,Slider,3,0,0,3,1,3,1,3,Standard,Standard,54.0,-0.123,0.821,75.9,8.1,0.668,-0.821,97.3,3,-3,0.826,0.174,32,40,32,40,1,2,5.0,,3.0,1.0,3.61,-1.13,-1.13,10.9
FF,9/1/2024,94.3,-3.6,5.04,493329,605463,,ball,12.0,R,R,B,,,2,2,-1.1,1.02,0.32,4.37,,669004.0,666023.0,1,6,Top,,,12.43858453,-136.6835496,1.760519866,-16.66585911,32.59104994,-20.14138998,3.33,1.63,,,,92.6,2129.0,5.7,746347,54.81,,,,,,,,44,7,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,245.0,0.0,0.168,,,,-0.168,,3,-3,0.826,0.174,32,40,32,40,1,2,5.0,,3.0,1.0,1.58,1.1,1.1,15.9
SL,9/1/2024,85.4,-3.85,4.79,493329,605463,,foul,5.0,R,R,S,,,2,2,0.79,-0.17,-0.21,2.29,,669004.0,666023.0,1,6,Top,,,6.90640776,-124.2007331,0.778930026,6.646386382,26.57001161,-34.30805478,3.39,1.62,,,,84.1,2795.0,5.6,746347,54.87,,,,,,,,44,6,Slider,3,0,0,3,0,3,0,3,Standard,Standard,48.0,0.0,0.0,76.6,7.5,,0.0,,3,-3,0.826,0.174,32,40,32,40,1,2,5.0,,3.0,1.0,3.31,-0.79,-0.79,9.1
FS,9/1/2024,87.2,-3.75,4.89,493329,605463,,ball,13.0,R,R,B,,,1,2,-0.39,-0.33,-1.04,2.3,,669004.0,666023.0,1,6,Top,,,7.248264047,-126.8317031,0.596913728,-5.683945523,25.33302806,-36.12761563,3.39,1.63,,,,86.5,1360.0,5.8,746347,54.71,,,,,,,,44,5,Split-Finger,3,0,0,3,0,3,0,3,Standard,Standard,267.0,0.0,0.068,,,,-0.068,,3,-3,0.826,0.174,32,40,32,40,1,2,5.0,,3.0,1.0,3.33,0.39,0.39,9.3
