pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CU,7/8/2024,77.4,-1.28,5.69,677956,663372,double,hit_into_play,4.0,R,R,X,6.0,line_drive,0,0,0.97,-0.69,-0.36,2.49,,,,1,5,Bot,113.09,123.01,0.188445541,-112.7526279,1.333712492,8.244568978,19.49646446,-38.53848065,3.55,1.63,150.0,83.4,14.0,77.9,2573.0,6.5,746692,54.04,0.843,0.801,1.25,1.0,1.0,1.0,4.0,36,1,Curveball,2,0,2,0,0,2,2,0,Standard,Standard,45.0,0.027,0.415,78.5,7.6,0.981,-0.415,88.0,2,2,0.806,0.806,27,23,28,24,2,1,6.0,,5.0,1.0,4.47,-0.97,-0.97,49.0
SL,7/8/2024,86.4,-1.21,5.6,677956,663372,field_out,hit_into_play,5.0,R,R,X,6.0,ground_ball,0,0,0.29,0.22,-0.12,2.5,,,,0,3,Bot,99.65,145.87,2.015013953,-125.8818372,-1.649800358,2.680235599,24.85260062,-29.71238726,3.55,1.63,83.0,106.8,3.0,86.8,2491.0,6.4,746692,54.11,0.563,0.524,0.0,1.0,0.0,0.0,4.0,18,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,160.0,-0.025,-0.228,79.6,7.1,0.633,0.228,106.8,0,0,0.554,0.554,27,23,28,24,1,0,6.0,,5.0,1.0,2.82,-0.29,-0.29,39.2
SL,7/8/2024,91.2,-1.28,6.43,677956,641755,home_run,hit_into_play,8.0,R,R,X,,fly_ball,1,2,0.01,0.48,0.17,2.02,,,,0,8,Bot,48.11,33.78,3.566120957,-132.7344687,-6.192853209,-0.56933467,25.84938478,-25.49607328,3.55,1.63,449.0,109.6,25.0,90.2,2510.0,5.4,746692,55.06,0.991,2.0,2.0,1.0,0.0,3.0,6.0,55,5,Slider,2,0,2,0,0,3,3,0,Standard,Standard,194.0,0.033,1.061,77.5,7.7,3.888,-1.061,109.6,2,2,0.942,0.942,33,23,33,24,1,2,2.0,,3.0,1.0,2.24,-0.01,-0.01,42.9
SL,7/8/2024,89.6,-1.38,6.4,677956,641755,,ball,14.0,R,R,B,,,0,2,-0.04,0.39,0.85,0.38,,,,0,8,Bot,,,5.554259501,-130.3183088,-9.687485076,-1.468903152,22.43246416,-26.18428533,3.48,1.52,,,,89.3,2606.0,5.7,746692,54.76,,,,,,,,55,4,Slider,2,0,2,0,0,2,2,0,Standard,Standard,188.0,0.0,0.021,,,,-0.021,,2,2,0.942,0.942,33,23,33,24,1,2,2.0,,3.0,1.0,2.41,0.04,0.04,46.0
SL,7/8/2024,90.2,-1.5,6.5,677956,641755,,foul,6.0,R,R,S,,,0,2,0.08,0.42,0.67,2.7,,,,0,8,Bot,,,5.1446854,-131.3946605,-4.448907114,0.090888659,22.66280292,-26.62289249,3.55,1.63,8.0,59.8,-18.0,89.7,2653.0,5.5,746692,54.98,,,,,,,,55,3,Slider,2,0,2,0,0,2,2,0,Standard,Standard,162.0,0.0,0.0,75.3,7.8,,0.0,88.0,2,2,0.942,0.942,33,23,33,24,1,2,2.0,,3.0,1.0,2.33,-0.08,-0.08,47.1
FF,7/8/2024,96.4,-1.32,6.55,677956,641755,,foul,1.0,R,R,S,,,0,1,-0.74,1.43,-0.62,3.03,,,,0,8,Bot,,,3.494594781,-140.2591183,-6.971342436,-10.54573839,30.44628028,-11.87513251,3.55,1.63,187.0,72.5,62.0,95.0,2478.0,5.4,746692,55.09,,,,,,,,55,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,215.0,0.0,-0.049,73.3,7.2,,0.049,88.0,2,2,0.942,0.942,33,23,33,24,1,2,2.0,,3.0,1.0,1.01,0.74,0.74,43.9
FF,7/8/2024,95.8,-1.3,6.59,677956,641755,,foul,1.0,R,R,S,,,0,0,-0.65,1.23,-0.79,3.46,,,,0,8,Bot,,,2.758629021,-139.5101714,-5.39857788,-9.14696557,29.84627804,-15.05686698,3.55,1.63,250.0,75.3,37.0,94.7,2394.0,5.5,746692,54.98,,,,,,,,55,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,212.0,0.0,-0.033,70.9,6.3,,0.033,88.0,2,2,0.942,0.942,33,23,33,24,1,2,2.0,,3.0,1.0,1.24,0.65,0.65,42.4
FF,7/9/2024,94.9,-1.76,6.19,677956,663567,triple,hit_into_play,5.0,R,R,X,9.0,line_drive,0,1,-0.67,1.27,0.1,2.35,,663886.0,,2,5,Bot,218.28,110.7,6.396040388,-137.9905702,-7.256100486,-9.96371884,30.03031987,-14.52642227,3.55,1.63,160.0,92.8,8.0,95.2,2192.0,6.4,746690,54.07,0.583,0.538,1.6,1.0,1.0,2.0,4.0,47,2,4-Seam Fastball,6,4,6,4,4,7,7,4,Strategic,Standard,214.0,0.077,1.116,74.7,6.4,0.652,-1.116,92.8,2,2,0.811,0.811,27,23,27,24,2,2,6.0,1.0,3.0,1.0,1.26,0.67,0.67,57.9
FF,7/9/2024,94.5,-1.78,6.28,677956,663567,,called_strike,3.0,R,R,S,,,0,0,-0.65,1.3,0.53,3.38,,663886.0,,2,5,Bot,,,7.454294626,-137.396587,-4.766686397,-9.885845097,29.69454363,-14.78273902,3.47,1.49,,,,94.5,2171.0,6.3,746690,54.21,,,,,,,,47,1,4-Seam Fastball,6,4,6,4,4,6,6,4,Standard,Standard,214.0,0.0,-0.045,,,,0.045,,2,2,0.811,0.811,27,23,27,24,2,2,6.0,1.0,3.0,1.0,1.25,0.65,0.65,53.7
ST,7/9/2024,83.8,-2.38,4.71,677956,664875,home_run,hit_into_play,4.0,R,R,X,,fly_ball,1,2,1.02,0.52,-0.28,2.72,,,,2,7,Bot,20.32,45.23,2.8501954,-122.0521522,0.781918878,9.668227207,23.38888373,-27.37458527,3.55,1.63,458.0,112.7,27.0,84.7,2925.0,6.8,746690,53.74,0.997,2.0,2.0,1.0,0.0,3.0,6.0,65,4,Sweeper,7,4,7,4,4,8,8,4,Strategic,Standard,78.0,0.032,1.029,79.3,7.4,3.972,-1.029,112.7,3,3,0.937,0.937,29,23,30,24,1,3,2.0,1.0,3.0,1.0,2.72,-1.02,-1.02,6.5
