pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,6/28/2024,95.9,-0.61,6.44,677588,623433,field_out,hit_into_play,9.0,L,R,X,8.0,fly_ball,0,0,-0.76,1.45,0.62,1.72,,595978.0,,0,8,Top,84.79,53.19,4.945472895,-139.388645,-10.15235296,-10.94737781,28.28932963,-11.23014668,3.38,1.6,374.0,99.6,38.0,95.8,2073.0,6.1,746292,54.42,0.177,0.318,0.0,1.0,0.0,0.0,5.0,63,1,Sinker,7,2,2,7,2,7,2,7,Standard,Standard,209.0,0.012,-0.361,76.6,7.4,0.618,0.361,99.6,5,-5,0.969,0.031,33,23,34,23,1,0,3.0,,1.0,2.0,1.01,0.76,-0.76,46.6
CU,6/30/2024,81.1,-1.26,5.41,677588,607625,strikeout,swinging_strike,7.0,L,R,S,2.0,,2,2,1.11,-1.41,-0.39,1.67,,,666310.0,1,5,Top,,,-0.184716606,-117.998118,0.983676611,10.36956271,24.25648787,-45.66354016,3.38,1.6,,,,80.2,1850.0,5.9,746290,54.64,,0.0,0.0,1.0,0.0,0.0,,35,5,Curveball,2,0,0,2,0,2,0,2,Strategic,Standard,337.0,0.036,-0.27,73.3,8.4,,0.27,,2,-2,0.756,0.244,34,23,35,23,2,1,5.0,2.0,6.0,3.0,4.89,-1.11,1.11,32.4
CH,6/30/2024,86.6,-1.26,5.23,677588,607625,,foul,14.0,L,R,S,,,2,1,-1.28,0.32,0.49,1.38,,,666310.0,1,5,Top,,,6.730877589,-126.1172112,-3.716912056,-14.96043804,22.20017705,-28.28773478,3.38,1.6,1.0,53.8,-57.0,86.7,1837.0,6.0,746290,54.46,,,,,,,,35,4,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,235.0,0.0,-0.067,73.4,7.8,,0.067,88.0,2,-2,0.756,0.244,34,23,35,23,2,1,5.0,2.0,6.0,3.0,2.69,1.28,-1.28,28.1
FF,6/30/2024,92.6,-1.28,5.32,677588,607625,,ball,11.0,L,R,B,,,1,1,-0.63,1.37,-1.51,3.91,,,666310.0,1,5,Top,,,0.757980139,-134.947175,-0.83804177,-7.845960144,28.59075006,-15.37875007,3.39,1.63,,,,92.4,2353.0,6.0,746290,54.45,,,,,,,,35,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,215.0,0.0,0.054,,,,-0.054,,2,-2,0.756,0.244,34,23,35,23,2,1,5.0,2.0,6.0,3.0,1.27,0.63,-0.63,31.2
CU,6/30/2024,77.2,-1.26,5.4,677588,607625,,called_strike,4.0,L,R,S,,,1,0,1.36,-0.77,-0.57,2.78,,,666310.0,1,5,Top,,,-0.985403616,-112.401812,2.788440645,11.63767353,22.08302548,-39.45280408,3.34,1.58,,,,76.2,3195.0,5.7,746290,54.77,,,,,,,,35,2,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,51.0,0.0,-0.056,,,,0.056,,2,-2,0.756,0.244,34,23,35,23,2,1,5.0,2.0,6.0,3.0,4.62,-1.36,1.36,34.5
CU,6/30/2024,79.7,-1.3,5.44,677588,607625,,ball,11.0,L,R,B,,,0,0,1.22,-0.7,-1.26,2.87,,,666310.0,1,5,Top,,,-2.183802196,-116.0826293,2.360037561,11.45440226,21.3988049,-39.18282944,3.3,1.61,,,,79.1,3325.0,5.8,746290,54.75,,,,,,,,35,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,47.0,0.0,0.043,,,,-0.043,,2,-2,0.756,0.244,34,23,35,23,2,1,5.0,2.0,6.0,3.0,4.28,-1.22,1.22,32.0
CU,6/30/2024,80.7,-1.25,5.5,677588,607625,strikeout,swinging_strike,8.0,L,R,S,2.0,,2,2,1.19,-1.5,-0.02,1.82,,,,0,3,Top,,,0.487900261,-117.3476986,1.438035692,10.68175877,26.83704788,-46.44688605,3.38,1.6,,,,79.2,3453.0,5.7,746290,54.77,,0.0,0.0,1.0,0.0,0.0,,19,5,Curveball,2,0,0,2,0,2,0,2,Infield shade,Standard,42.0,0.024,-0.203,78.0,7.9,,0.203,,2,-2,0.721,0.279,34,23,35,23,1,0,5.0,2.0,6.0,3.0,5.07,-1.19,1.19,33.6
FF,6/30/2024,92.7,-1.3,5.47,677588,607625,,ball,11.0,L,R,B,,,1,2,-0.51,1.2,-0.54,3.82,,,,0,3,Top,,,3.06167658,-135.0708248,-1.091019948,-6.950167679,27.84313779,-17.44628909,3.39,1.59,,,,92.7,2360.0,6.1,746290,54.42,,,,,,,,19,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,215.0,0.0,0.036,,,,-0.036,,2,-2,0.721,0.279,34,23,35,23,1,0,5.0,2.0,6.0,3.0,1.44,0.51,-0.51,32.5
CH,6/30/2024,87.3,-1.4,5.41,677588,607625,,foul,8.0,L,R,S,,,1,1,-1.19,0.11,0.12,1.65,,,,0,3,Top,,,6.065968831,-127.0615075,-3.137227042,-14.10793033,24.15759964,-30.61898698,3.38,1.6,52.0,98.1,1.0,87.0,2090.0,6.0,746290,54.55,,,,,,,,19,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,238.0,0.0,-0.051,80.4,7.2,,0.051,98.1,2,-2,0.721,0.279,34,23,35,23,1,0,5.0,2.0,6.0,3.0,2.87,1.19,-1.19,32.4
SI,6/30/2024,91.6,-1.35,5.31,677588,607625,,called_strike,5.0,L,R,S,,,1,0,-1.28,0.45,-0.01,2.39,,,,0,3,Top,,,6.14087836,-133.4233005,-2.519843619,-16.64923258,26.20818339,-26.50549677,3.38,1.61,,,,91.6,2418.0,6.0,746290,54.47,,,,,,,,19,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,216.0,0.0,-0.044,,,,0.044,,2,-2,0.721,0.279,34,23,35,23,1,0,5.0,2.0,6.0,3.0,2.25,1.28,-1.28,25.5
CU,6/30/2024,75.2,-1.29,5.55,677588,607625,,ball,14.0,L,R,B,,,0,0,1.12,-1.24,0.24,0.81,,,,0,3,Top,,,1.161497357,-109.4080824,-0.408255295,8.707613943,21.85440883,-42.20570185,3.33,1.65,,,,73.8,2463.0,5.6,746290,54.94,,,,,,,,19,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,101.0,0.0,0.034,,,,-0.034,,2,-2,0.721,0.279,34,23,35,23,1,0,5.0,2.0,6.0,3.0,5.32,-1.12,1.12,32.7
FF,7/3/2024,94.5,-2.39,5.61,677588,621051,field_out,hit_into_play,2.0,L,R,X,9.0,fly_ball,3,1,-0.22,1.44,0.18,3.07,,,,0,9,Bot,143.17,106.94,7.262959859,-137.5216128,-4.196672445,-4.32507965,29.41514197,-13.17714221,3.38,1.6,236.0,96.9,57.0,95.7,2467.0,6.9,746617,53.59,0.009,0.008,0.0,1.0,0.0,0.0,3.0,77,5,4-Seam Fastball,2,8,2,8,8,2,2,8,Standard,Standard,205.0,-0.002,-0.375,74.3,7.1,0.014,0.375,96.9,-6,-6,0.003,0.003,29,23,30,23,1,0,3.0,3.0,1.0,38.0,1.11,0.22,-0.22,49.5
ST,7/3/2024,81.1,-2.75,5.56,677588,621051,,ball,11.0,L,R,B,,,2,1,1.34,0.51,-1.98,4.56,,,,0,9,Bot,,,-0.855270493,-118.0101289,3.435906386,12.69941122,22.47656389,-28.25494923,3.2,1.55,,,,81.6,2603.0,6.6,746617,53.87,,,,,,,,77,4,Sweeper,2,8,2,8,8,2,2,8,Standard,Standard,87.0,0.0,0.11,,,,-0.11,,-6,-6,0.003,0.003,29,23,30,23,1,0,3.0,3.0,1.0,38.0,2.95,-1.34,1.34,42.0
