pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,9/25/2024,97.2,-2.6,5.25,678894,642547,double,hit_into_play,8.0,R,R,X,7.0,line_drive,3,2,-0.41,1.24,-0.06,2.21,,518735.0,694377.0,2,5,Bot,84.91,72.43,7.865520008,-141.310038,-5.536750243,-7.301046725,33.18801198,-14.43156078,3.63,1.68,315.0,104.9,14.0,98.5,2406.0,7.2,745442,53.34,0.76,0.801,1.25,1.0,1.0,1.0,5.0,37,8,4-Seam Fastball,0,1,0,1,1,2,2,1,Strategic,Standard,211.0,0.301,1.527,78.9,7.3,1.111,-1.527,104.9,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,1.18,0.41,0.41,42.5
SL,9/25/2024,81.0,-2.6,5.12,678894,642547,,blocked_ball,14.0,R,R,B,,,2,2,0.3,-0.35,0.67,0.18,,518735.0,694377.0,2,5,Bot,,,6.864007701,-117.7302008,-3.740412214,1.482244483,23.01085377,-34.91143854,3.55,1.7,,,,82.4,2215.0,7.3,745442,53.17,,,,,,,,37,7,Slider,0,1,0,1,1,0,0,1,Strategic,Standard,57.0,0.0,0.149,,,,-0.149,,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,3.84,-0.3,-0.3,35.6
CH,9/25/2024,89.1,-2.84,4.93,678894,642547,,foul,8.0,R,R,S,,,2,2,-1.5,0.2,-0.1,1.61,,518735.0,694377.0,2,5,Bot,,,9.98851032,-129.4074186,-2.518442487,-18.99529663,27.29812716,-29.61877329,3.63,1.68,2.0,79.6,-43.0,90.0,1713.0,7.0,745442,53.52,,,,,,,,37,6,Changeup,0,1,0,1,1,0,0,1,Strategic,Standard,247.0,0.0,0.0,69.1,7.5,,0.0,88.0,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,2.69,1.5,1.5,29.0
CU,9/25/2024,78.8,-2.63,5.32,678894,642547,,ball,13.0,R,R,B,,,1,2,0.42,-0.37,-1.75,1.51,,518735.0,694377.0,2,5,Bot,,,1.136432677,-114.8006946,-0.829827171,3.566232939,20.11437306,-35.5229975,3.53,1.72,,,,80.2,2223.0,7.1,745442,53.41,,,,,,,,37,5,Curveball,0,1,0,1,1,0,0,1,Strategic,Standard,66.0,0.0,0.025,,,,-0.025,,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,4.02,-0.42,-0.42,36.9
FF,9/25/2024,97.0,-2.65,5.26,678894,642547,,foul,1.0,R,R,S,,,1,2,-0.71,1.36,-0.43,3.48,,518735.0,694377.0,2,5,Bot,,,7.6923569,-141.0429196,-2.380845109,-11.22844143,31.35397648,-13.6212365,3.63,1.68,156.0,69.2,60.0,98.5,2502.0,7.1,745442,53.38,,,,,,,,37,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,216.0,0.0,0.0,56.8,6.0,,0.0,88.0,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,1.06,0.71,0.71,40.6
CH,9/25/2024,88.7,-2.91,4.93,678894,642547,,blocked_ball,13.0,R,R,B,,,0,2,-1.09,0.19,-0.14,-0.22,,518735.0,694377.0,2,5,Bot,,,9.13353498,-128.7018613,-6.936937712,-14.02803417,27.63483429,-28.72497046,3.52,1.7,,,,89.3,1605.0,6.9,745442,53.6,,,,,,,,37,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,249.0,0.0,0.005,,,,-0.005,,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,2.73,1.09,1.09,28.6
FF,9/25/2024,95.1,-2.51,5.52,678894,642547,,foul,11.0,R,R,S,,,0,1,-0.33,1.27,-0.15,3.83,,518735.0,694377.0,2,5,Bot,,,6.987383884,-138.3756026,-1.634471137,-5.769276056,31.14635931,-15.70275153,3.63,1.68,212.0,77.4,22.0,95.9,2347.0,6.8,745442,53.73,,,,,,,,37,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,213.0,0.0,-0.073,64.4,5.8,,0.073,88.0,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,1.25,0.33,0.33,44.3
SL,9/25/2024,81.8,-2.56,5.28,678894,642547,,called_strike,9.0,R,R,S,,,0,0,0.36,-0.24,0.45,1.57,,518735.0,694377.0,2,5,Bot,,,6.168740599,-119.0492023,-1.346029896,2.325797047,21.81512085,-34.4542926,3.54,1.65,,,,82.9,2258.0,6.9,745442,53.58,,,,,,,,37,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,65.0,0.0,-0.077,,,,0.077,,-1,-1,0.399,0.399,28,23,28,24,2,1,7.0,,6.0,1.0,3.64,-0.36,-0.36,37.8
FF,9/25/2024,94.7,-2.41,5.47,678894,642547,field_out,hit_into_play,6.0,R,R,X,9.0,line_drive,2,0,-0.52,1.38,0.51,2.84,,,,2,3,Bot,189.24,88.68,8.890354541,-137.5849298,-4.307898365,-8.555097572,30.77016515,-13.88116963,3.63,1.68,315.0,98.5,18.0,95.6,2374.0,6.9,745442,53.56,0.369,0.401,0.0,1.0,0.0,0.0,4.0,20,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,208.0,-0.013,-0.14,69.8,6.9,0.591,0.14,98.5,-1,-1,0.384,0.384,28,23,28,24,1,0,7.0,,6.0,1.0,1.17,0.52,0.52,45.3
SL,9/25/2024,80.2,-2.58,5.31,678894,642547,,ball,14.0,R,R,B,,,1,0,0.37,-0.38,1.16,1.49,,,,2,3,Bot,,,7.663975566,-116.6057412,-1.008696984,1.939335047,22.21938385,-35.62324322,3.56,1.7,,,,81.0,2189.0,6.9,745442,53.56,,,,,,,,20,2,Slider,0,1,0,1,1,0,0,1,Strategic,Standard,51.0,0.0,0.026,,,,-0.026,,-1,-1,0.384,0.384,28,23,28,24,1,0,7.0,,6.0,1.0,3.93,-0.37,-0.37,37.3
