pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,4/2/2024,94.5,-2.27,5.86,643393,679525,field_out,hit_into_play,5.0,L,R,X,1.0,ground_ball,0,0,-0.68,1.4,0.18,2.11,,,,2,5,Bot,137.0,181.0,7.904123585,-137.2629242,-7.17961365,-10.39641772,30.55709358,-13.00604356,3.12,1.48,13.0,30.3,-3.0,94.4,2533.0,6.3,747057,54.16,0.294,0.26,0.0,1.0,0.0,0.0,1.0,42,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,218.0,-0.01,0.035,,,0.328,-0.035,88.0,-3,-3,0.138,0.138,26,32,26,33,2,1,,2.0,5.0,4.0,1.16,0.68,-0.68,34.4
CH,4/2/2024,86.2,-2.34,5.79,643393,679525,field_out,hit_into_play,8.0,L,R,X,5.0,ground_ball,1,0,-1.54,0.57,-0.15,1.89,,681297.0,,0,3,Bot,108.92,168.0,8.318438786,-125.257745,-4.152662472,-17.88561133,26.39979472,-25.49377444,3.12,1.48,4.0,46.2,-26.0,86.0,1855.0,6.3,747057,54.16,0.203,0.18,0.0,1.0,0.0,0.0,1.0,24,2,Changeup,1,3,1,3,3,1,1,3,Standard,Standard,231.0,-0.05,-0.315,,,0.234,0.315,88.0,-2,-2,0.388,0.388,26,32,26,33,1,0,,2.0,5.0,4.0,2.52,1.54,-1.54,34.4
FF,4/2/2024,94.3,-2.23,5.9,643393,679525,,ball,14.0,L,R,B,,,0,0,-0.76,1.61,0.87,1.25,,681297.0,,0,3,Bot,,,9.716564883,-136.6514483,-9.894933383,-11.74892273,31.14114358,-9.919048639,3.18,1.55,,,,93.9,2546.0,6.3,747057,54.15,,,,,,,,24,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,216.0,0.0,0.051,,,,-0.051,,-2,-2,0.388,0.388,26,32,26,33,1,0,,2.0,5.0,4.0,0.98,0.76,-0.76,38.0
CH,4/2/2024,86.1,-2.86,4.29,643393,670167,field_out,hit_into_play,8.0,L,R,X,5.0,popup,2,2,-1.1,-0.44,-0.21,1.43,,,681297.0,1,8,Bot,76.19,163.93,8.601770776,-125.1332392,0.421266983,-13.35340572,26.56731091,-37.15328972,3.12,1.48,152.0,83.4,66.0,86.5,1630.0,6.7,747057,53.77,0.011,0.01,0.0,1.0,0.0,0.0,3.0,62,6,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,254.0,-0.032,-0.275,,,0.011,0.275,88.0,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,3.54,1.1,-1.1,11.8
ST,4/2/2024,80.3,-2.74,4.18,643393,670167,,ball,12.0,L,R,B,,,1,2,0.91,0.17,1.89,2.49,,,681297.0,1,8,Bot,,,8.560565592,-116.7053564,2.668310095,6.743620211,21.44936505,-31.31641182,3.24,1.37,,,,80.8,2596.0,6.6,747057,53.87,,,,,,,,62,5,Sweeper,1,4,1,4,4,1,1,4,Infield shade,Standard,64.0,0.0,0.056,,,,-0.056,,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,3.36,-0.91,0.91,9.0
CH,4/2/2024,85.9,-2.66,4.35,643393,670167,,foul,8.0,L,R,S,,,1,2,-0.87,-0.09,0.23,1.66,,,681297.0,1,8,Bot,,,8.622765028,-124.8295858,0.037333918,-10.78092487,23.67677733,-33.30809175,3.12,1.48,217.0,96.1,15.0,86.2,1549.0,6.4,747057,54.06,,,,,,,,62,4,Changeup,1,4,1,4,4,1,1,4,Standard,Standard,255.0,0.0,0.0,,,,0.0,96.1,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,3.17,0.87,-0.87,8.7
ST,4/2/2024,81.1,-2.83,4.23,643393,670167,,foul,9.0,L,R,S,,,1,1,1.49,0.09,0.82,1.84,,,681297.0,1,8,Bot,,,5.322073917,-118.0782579,1.11336806,12.93991507,22.71706547,-31.7917167,3.12,1.48,,,,81.5,2553.0,6.6,747057,53.95,,,,,,,,62,3,Sweeper,1,4,1,4,4,1,1,4,Standard,Standard,69.0,0.0,-0.069,,,,0.069,,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,3.38,-1.49,1.49,8.7
FC,4/2/2024,88.5,-2.87,4.27,643393,670167,,foul,8.0,L,R,S,,,1,0,-0.09,0.42,0.27,1.78,,,681297.0,1,8,Bot,,,7.914160187,-128.7578906,-0.94022824,-2.522890634,23.85363873,-27.51061545,3.12,1.48,13.0,87.6,-8.0,89.3,2264.0,6.6,747057,53.94,,,,,,,,62,2,Cutter,1,4,1,4,4,1,1,4,Standard,Standard,234.0,0.0,-0.056,,,,0.056,88.0,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,2.47,0.09,-0.09,9.5
FF,4/2/2024,92.9,-2.64,4.63,643393,670167,,ball,2.0,L,R,B,,,0,0,-0.87,0.78,-0.02,3.21,,,681297.0,1,8,Bot,,,8.650649131,-135.1060943,0.432222814,-12.56444887,29.57556966,-22.90308503,3.13,1.49,,,,93.2,1973.0,6.5,747057,54.01,,,,,,,,62,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,250.0,0.0,0.043,,,,-0.043,,-3,-3,0.084,0.084,30,32,30,33,1,2,1.0,2.0,3.0,4.0,1.86,0.87,-0.87,9.9
FF,4/6/2024,95.4,-1.76,6.03,643393,670280,field_out,hit_into_play,1.0,L,R,X,4.0,ground_ball,0,2,-0.71,1.8,-0.35,3.08,656775.0,,681297.0,2,9,Top,152.66,155.71,5.325482565,-138.6722751,-6.13377173,-10.37859243,35.44788823,-7.842375466,3.14,1.48,6.0,78.2,-28.0,95.6,2396.0,6.8,745522,53.72,0.043,0.048,0.0,1.0,0.0,0.0,2.0,71,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,209.0,0.135,-0.267,60.7,6.6,0.053,0.267,88.0,0,0,0.499,0.501,29,32,30,33,1,0,2.0,4.0,3.0,3.0,0.74,0.71,-0.71,42.2
